Name,Position,Duration,1. Baserunning Situation,1. Date,1. Pitchers Name,1. Pitchers Side,2. Hitters Name,2. Hitters Side,3. Pitch Type,4. Pitch Location,5. Catcher Throw Down,5. Game Pitch Result,6. Pitch Count,6. Previous Pitch Count,8. Hit Location,8. Hit Results,8. RBI,8. Well Hit,9. Outs,Period,Team 1. Pitchers Name,Team 2. Hitters Name,XY Hit Location,XY Pitch Location,Z-Game Details
UVA vs Virginia Tech (201),2995762,27261,R1,04-13-2018,8 Tabby Dabney,R-Hand,11 Cana Davis,R-Hand,,LM1,,Ball in Play,,3--2,SS3,Single,,,1 Out,7. Inning,UVA,Virginia Tech,214;214,221;343,UVA vs Virginia Tech
UVA vs Virginia Tech (202),3023023,13013,R12,04-13-2018,8 Tabby Dabney,R-Hand,13 Caitlyn Nolan,R-Hand,,LEFTM3,,Ball,1--0,0--0,,,,,1 Out,7. Inning,UVA,Virginia Tech,,66;324,UVA vs Virginia Tech
UVA vs Virginia Tech (203),3036036,20721,R12,04-13-2018,8 Tabby Dabney,R-Hand,13 Caitlyn Nolan,R-Hand,,DOWNM3,,Ball,2--0,1--0,,,,,1 Out,7. Inning,UVA,Virginia Tech,,203;472,UVA vs Virginia Tech
UVA vs Virginia Tech (204),3056757,37237,R12,04-13-2018,8 Tabby Dabney,R-Hand,13 Caitlyn Nolan,R-Hand,,MM4,,Ball in Play,,2--0,DLCF,Double,1 RBI,,1 Out,7. Inning,UVA,Virginia Tech,152;53,258;274,UVA vs Virginia Tech
UVA vs Virginia Tech (205),3093994,15649,R23,04-13-2018,19 Erika Osherow,R-Hand,27 Jessie Mehr,R-Hand,,UR3,,Strike Swinging,0--1,0--0,,,,,1 Out,7. Inning,UVA,Virginia Tech,,298;201,UVA vs Virginia Tech
UVA vs Virginia Tech (206),3109643,27294,R23,04-13-2018,19 Erika Osherow,R-Hand,27 Jessie Mehr,R-Hand,,MM1,,Ball in Play,,0--1,3B3,Ground Out,,,1 Out,7. Inning,UVA,Virginia Tech,184;268,240;215,UVA vs Virginia Tech
UVA vs Virginia Tech (207),3136937,15082,R23,04-13-2018,19 Erika Osherow,R-Hand,2 Caroline Schoenewald,R-Hand,,MR1,,Strike Swinging,0--1,0--0,,,,,2 Out,7. Inning,UVA,Virginia Tech,,340;249,UVA vs Virginia Tech
UVA vs Virginia Tech (208),3152019,13313,R23,04-13-2018,19 Erika Osherow,R-Hand,2 Caroline Schoenewald,R-Hand,,MR4,,Foul,0--2,0--1,,,,,2 Out,7. Inning,UVA,Virginia Tech,,363;276,UVA vs Virginia Tech
UVA vs Virginia Tech (209),3165332,11445,R23,04-13-2018,19 Erika Osherow,R-Hand,2 Caroline Schoenewald,R-Hand,,UPM2,,Ball,1--2,0--2,,,,,2 Out,7. Inning,UVA,Virginia Tech,,154;60,UVA vs Virginia Tech
UVA vs Virginia Tech (210),3176777,14381,R23,04-13-2018,19 Erika Osherow,R-Hand,2 Caroline Schoenewald,R-Hand,,MR3,,Strike Swinging,Strikeout,1--2,,,,,2 Out,7. Inning,UVA,Virginia Tech,,353;303,UVA vs Virginia Tech
UVA vs Virginia Tech (211),3191158,9209,Bases Empty,04-13-2018,25 Carrie Eberle,R-Hand,15 Ashlee Davis,R-Hand,Drop Ball,DOWNM1,,Ball,1--0,0--0,,,,,0 Out,7. Inning,Virginia Tech,UVA,,78;446,UVA vs Virginia Tech
UVA vs Virginia Tech (212),3200367,10711,Bases Empty,04-13-2018,25 Carrie Eberle,R-Hand,15 Ashlee Davis,R-Hand,Drop Ball,UPM2,,Ball,2--0,1--0,,,,,0 Out,7. Inning,Virginia Tech,UVA,,137;74,UVA vs Virginia Tech
UVA vs Virginia Tech (213),3211078,9776,Bases Empty,04-13-2018,25 Carrie Eberle,R-Hand,15 Ashlee Davis,R-Hand,Fast Ball,DOWNM4,,Ball,3--0,2--0,,,,,0 Out,7. Inning,Virginia Tech,UVA,,404;426,UVA vs Virginia Tech
UVA vs Virginia Tech (214),3220854,10210,Bases Empty,04-13-2018,25 Carrie Eberle,R-Hand,15 Ashlee Davis,R-Hand,Fast Ball,LR3,,Strike Called,3--1,3--0,,,,,0 Out,7. Inning,Virginia Tech,UVA,,356;378,UVA vs Virginia Tech
UVA vs Virginia Tech (215),3231064,18819,Bases Empty,04-13-2018,25 Carrie Eberle,R-Hand,15 Ashlee Davis,R-Hand,Fast Ball,UPM2,,Ball in Play,,3--1,SLCF,Single,,,0 Out,7. Inning,Virginia Tech,UVA,155;185,103;2,UVA vs Virginia Tech
UVA vs Virginia Tech (216),3249883,15582,R1,04-13-2018,25 Carrie Eberle,R-Hand,11 Madi Travers,R-Hand,Drop Ball,MM3,,Strike Swinging,0--1,0--0,,,,,0 Out,7. Inning,Virginia Tech,UVA,,204;273,UVA vs Virginia Tech
UVA vs Virginia Tech (217),3265465,8642,R1,04-13-2018,25 Carrie Eberle,R-Hand,11 Madi Travers,R-Hand,Drop Ball,ML3,,Strike Swinging,0--2,0--1,,,,,0 Out,7. Inning,Virginia Tech,UVA,,148;306,UVA vs Virginia Tech
UVA vs Virginia Tech (218),3274107,9977,R1,04-13-2018,25 Carrie Eberle,R-Hand,11 Madi Travers,R-Hand,Drop Ball,LEFTM1,,Ball,1--2,0--2,,,,,0 Out,7. Inning,Virginia Tech,UVA,,80;175,UVA vs Virginia Tech
UVA vs Virginia Tech (219),3284084,8942,R1,04-13-2018,25 Carrie Eberle,R-Hand,11 Madi Travers,R-Hand,Drop Ball,MM2,,Strike Swinging,Strikeout,1--2,,,,,0 Out,7. Inning,Virginia Tech,UVA,,256;253,UVA vs Virginia Tech
UVA vs Virginia Tech (220),3293026,9977,R1,04-13-2018,25 Carrie Eberle,R-Hand,2 Savana Avilla,L-Hand,Fast Ball,UPM4,,Ball,1--0,0--0,,,,,1 Out,7. Inning,Virginia Tech,UVA,,324;93,UVA vs Virginia Tech
UVA vs Virginia Tech (221),3303003,9676,R1,04-13-2018,25 Carrie Eberle,R-Hand,2 Savana Avilla,L-Hand,Drop Ball,LL3,,Strike Called,1--1,1--0,,,,,1 Out,7. Inning,Virginia Tech,UVA,,142;393,UVA vs Virginia Tech
UVA vs Virginia Tech (222),3312679,15816,R1,04-13-2018,25 Carrie Eberle,R-Hand,2 Savana Avilla,L-Hand,Drop Ball,LL3,,Strike Called,1--2,1--1,,,,,1 Out,7. Inning,Virginia Tech,UVA,,128;385,UVA vs Virginia Tech
UVA vs Virginia Tech (223),3328495,16583,R1,04-13-2018,25 Carrie Eberle,R-Hand,2 Savana Avilla,L-Hand,Drop Ball,LL3,,Strike Swinging,Strikeout,1--2,,,,,1 Out,7. Inning,Virginia Tech,UVA,,142;367,UVA vs Virginia Tech
UVA vs Virginia Tech (224),3345078,8342,R1,04-13-2018,25 Carrie Eberle,R-Hand,5 Allison Davis`,R-Hand,Drop Ball,LEFTM3,,Ball,1--0,0--0,,,,,2 Out,7. Inning,Virginia Tech,UVA,,84;398,UVA vs Virginia Tech
UVA vs Virginia Tech (225),3353420,8075,R1,04-13-2018,25 Carrie Eberle,R-Hand,5 Allison Davis`,R-Hand,Drop Ball,DOWNM4,,Ball,2--0,1--0,,,,,2 Out,7. Inning,Virginia Tech,UVA,,344;449,UVA vs Virginia Tech
UVA vs Virginia Tech (226),3361495,12309,R1,04-13-2018,25 Carrie Eberle,R-Hand,5 Allison Davis`,R-Hand,Drop Ball,MM4,,Ball in Play,,2--0,3B2,Ground Out,,,2 Out,7. Inning,Virginia Tech,UVA,200;279,268;293,UVA vs Virginia Tech
