#,Name,ClipType,Media In,Media Out,Media Offset,Game Date,At Bat Pitch Count,Away Team,Strike Type,Ball Type,Base,Batter,Batter Strength,Count,Hit Location X,Hit Location Y,Hit Result,Hit Type,Home Score,Home Team,Inning,Outs,Pitch Location X,Pitch Location Y,Pitch Count,Pitch Result,Pitch Type,Pitcher,Total Pitch Count,Visitor Score,Umpire
1,"UVA4-13-19Game2, Pitch 001",Pitch,00:00:00.00,00:00:06.09,00:00:00,4/13/2019 4:21:00 PM,1,University of Virginia Cavaliers,Take,,,17 Busby,Right,0-0,,,,,0,Virginia Tech Hokies,1,0,51,97,,Strike,,25 Carrie,1,0,
2,"UVA4-13-19Game2, Pitch 002",Pitch,00:00:08.29,00:00:15.26,00:00:08.4920000,4/13/2019 4:21:00 PM,2,University of Virginia Cavaliers,Take,,,17 Busby,Right,0-1,,,,,0,Virginia Tech Hokies,1,0,46,76,,Strike,,25 Carrie,2,0,
3,"UVA4-13-19Game2, Pitch 003",Pitch,00:00:18.04,00:00:23.54,00:00:18.0680000,4/13/2019 4:21:00 PM,3,University of Virginia Cavaliers,,Ball,,17 Busby,Right,0-2,,,,,0,Virginia Tech Hokies,1,0,35,127,,Ball,,25 Carrie,3,0,
4,"UVA4-13-19Game2, Pitch 004",Pitch,00:00:27.59,00:00:39.32,00:00:27.9780000,4/13/2019 4:21:00 PM,4,University of Virginia Cavaliers,Foul,,,17 Busby,Right,1-2,179,205,,,0,Virginia Tech Hokies,1,0,102,75,,Strike,,25 Carrie,4,0,
5,"UVA4-13-19Game2, Pitch 005",Pitch,00:00:40.26,00:00:48.09,00:00:40.4400000,4/13/2019 4:21:00 PM,5,University of Virginia Cavaliers,Foul,,,17 Busby,Right,1-2,145,237,,,0,Virginia Tech Hokies,1,0,65,200,,Strike,Dropball,25 Carrie,5,0,
6,"UVA4-13-19Game2, Pitch 006",Pitch,00:00:50.40,00:01:01.47,00:00:50.6670000,4/13/2019 4:21:00 PM,6,University of Virginia Cavaliers,Ball in Play,,,17 Busby,Right,1-2,149,175,,Pop up infield,0,Virginia Tech Hokies,1,0,87,53,,Strike,Dropball,25 Carrie,6,0,
7,"UVA4-13-19Game2, Pitch 007",Pitch,00:01:07.18,00:01:13.58,00:01:07.3010000,4/13/2019 4:21:00 PM,1,University of Virginia Cavaliers,Take,,,24 Smith,Right,0-0,,,,,0,Virginia Tech Hokies,1,1,67,96,,Strike,,25 Carrie,7,0,
8,"UVA4-13-19Game2, Pitch 008",Pitch,00:01:17.36,00:01:25.51,00:01:17.5940000,4/13/2019 4:21:00 PM,2,University of Virginia Cavaliers,,Ball,,24 Smith,Right,0-1,,,,,0,Virginia Tech Hokies,1,1,41,1,,Ball,,25 Carrie,8,0,
9,"UVA4-13-19Game2, Pitch 009",Pitch,00:01:26.37,00:01:36.03,00:01:26.6200000,4/13/2019 4:21:00 PM,3,University of Virginia Cavaliers,Take,,,24 Smith,Right,1-1,,,,,0,Virginia Tech Hokies,1,1,52,86,,Strike,,25 Carrie,9,0,
10,"UVA4-13-19Game2, Pitch 010",Pitch,00:01:37.41,00:01:45.56,00:01:37.6810000,4/13/2019 4:21:00 PM,4,University of Virginia Cavaliers,,Ball,,24 Smith,Right,1-2,,,,,0,Virginia Tech Hokies,1,1,132,204,,Ball,,25 Carrie,10,0,
11,"UVA4-13-19Game2, Pitch 011",Pitch,00:01:47.51,00:01:56.26,00:01:47.8580000,4/13/2019 4:21:00 PM,5,University of Virginia Cavaliers,,Ball,,24 Smith,Right,2-2,,,,,0,Virginia Tech Hokies,1,1,34,147,,Ball,,25 Carrie,11,0,
12,"UVA4-13-19Game2, Pitch 012",Pitch,00:01:57.19,00:02:04.38,00:01:57.3170000,4/13/2019 4:21:00 PM,6,University of Virginia Cavaliers,Foul,,,24 Smith,Right,3-2,185,188,,,0,Virginia Tech Hokies,1,1,51,101,,Strike,,25 Carrie,12,0,
13,"UVA4-13-19Game2, Pitch 013",Pitch,00:02:05.02,00:02:12.23,00:02:05.0420000,4/13/2019 4:21:00 PM,7,University of Virginia Cavaliers,Swing,,,24 Smith,Right,3-2,,,,,0,Virginia Tech Hokies,1,1,204,204,,Strike,Dropball,25 Carrie,13,0,
14,"UVA4-13-19Game2, Pitch 014",Pitch,00:02:14.38,00:02:22.51,00:02:14.6350000,4/13/2019 4:21:00 PM,1,University of Virginia Cavaliers,Take,,,4 Gilbert,Right,0-0,,,,,0,Virginia Tech Hokies,1,2,124,59,,Strike,Dropball,25 Carrie,14,0,
15,"UVA4-13-19Game2, Pitch 015",Pitch,00:02:25.06,00:02:32.35,00:02:25.0950000,4/13/2019 4:21:00 PM,2,University of Virginia Cavaliers,Take,,,4 Gilbert,Right,0-1,,,,,0,Virginia Tech Hokies,1,2,172,92,,Strike,Dropball,25 Carrie,15,0,
16,"UVA4-13-19Game2, Pitch 016",Pitch,00:02:33.48,00:02:42.45,00:02:33.8040000,4/13/2019 4:21:00 PM,3,University of Virginia Cavaliers,,,,4 Gilbert,Right,0-2,,,,,0,Virginia Tech Hokies,1,2,-1,-1,,,Rise,25 Carrie,16,0,
17,"UVA4-13-19Game2, Pitch 017",Pitch,00:02:43.23,00:02:52.51,00:02:43.3800000,4/13/2019 4:21:00 PM,3,University of Virginia Cavaliers,Foul,,,4 Gilbert,Right,1-2,48,190,,,0,Virginia Tech Hokies,1,2,178,169,,Strike,,25 Carrie,16,0,
18,"UVA4-13-19Game2, Pitch 018",Pitch,00:02:53.32,00:03:02.44,00:02:53.5400000,4/13/2019 4:21:00 PM,4,University of Virginia Cavaliers,Take,,,4 Gilbert,Right,1-2,,,,,0,Virginia Tech Hokies,1,2,49,162,,Strike,,25 Carrie,17,0,
19,"UVA4-13-19Game2, Pitch 019",Pitch,00:03:06.05,00:03:13.35,00:03:06.0860000,4/13/2019 4:21:00 PM,1,University of Virginia Cavaliers,,Ball,,2 Bailey,Right,0-0,,,,,0,Virginia Tech Hokies,1,0,89,5,,Ball,Rise,18 Rayle,1,0,
20,"UVA4-13-19Game2, Pitch 020",Pitch,00:03:14.40,00:03:27.27,00:03:14.6610000,4/13/2019 4:21:00 PM,2,University of Virginia Cavaliers,Ball in Play,,,2 Bailey,Right,1-0,145,100,,Fly,0,Virginia Tech Hokies,1,0,74,69,,Strike,,18 Rayle,2,0,
21,"UVA4-13-19Game2, Pitch 021",Pitch,00:03:30.45,00:03:38.05,00:03:30.7440000,4/13/2019 4:21:00 PM,1,University of Virginia Cavaliers,,Ball,,9 Velazquez,Left,0-0,,,,,0,Virginia Tech Hokies,1,1,214,144,,Ball,Rise,18 Rayle,3,0,
22,"UVA4-13-19Game2, Pitch 022",Pitch,00:03:42.12,00:03:50.17,00:03:42.2060000,4/13/2019 4:21:00 PM,2,University of Virginia Cavaliers,Take,,,9 Velazquez,Left,1-0,,,,,0,Virginia Tech Hokies,1,1,180,145,,Strike,Rise,18 Rayle,4,0,
23,"UVA4-13-19Game2, Pitch 023",Pitch,00:03:51.55,00:04:05.10,00:03:51.9150000,4/13/2019 4:21:00 PM,3,University of Virginia Cavaliers,Ball in Play,,,9 Velazquez,Left,1-1,109,125,Single,Line,0,Virginia Tech Hokies,1,1,168,145,,Strike,,18 Rayle,5,0,
24,"UVA4-13-19Game2, Pitch 024",Pitch,00:04:06.25,00:04:13.38,00:04:06.4130000,4/13/2019 4:21:00 PM,1,University of Virginia Cavaliers,,Ball,,13 Caitlyn,Right,0-0,,,,,0,Virginia Tech Hokies,1,1,27,202,,Ball,Offspeed,18 Rayle,6,0,
25,"UVA4-13-19Game2, Pitch 025",Pitch,00:04:15.30,00:04:22.36,00:04:15.5060000,4/13/2019 4:21:00 PM,2,University of Virginia Cavaliers,,Ball,,13 Caitlyn,Right,1-0,,,,,0,Virginia Tech Hokies,1,1,10,46,,Ball,,18 Rayle,7,0,
26,"UVA4-13-19Game2, Pitch 026",Pitch,00:04:24.26,00:04:31.19,00:04:24.4310000,4/13/2019 4:21:00 PM,3,University of Virginia Cavaliers,Foul,,,13 Caitlyn,Right,2-0,191,228,,,0,Virginia Tech Hokies,1,1,85,178,,Strike,,18 Rayle,8,0,
27,"UVA4-13-19Game2, Pitch 027",Pitch,00:04:33.21,00:04:42.11,00:04:33.3570000,4/13/2019 4:21:00 PM,4,University of Virginia Cavaliers,Take,,,13 Caitlyn,Right,2-1,,,,,0,Virginia Tech Hokies,1,1,37,151,,Strike,,18 Rayle,9,0,
28,"UVA4-13-19Game2, Pitch 028",Pitch,00:04:43.16,00:04:52.09,00:04:43.2670000,4/13/2019 4:21:00 PM,5,University of Virginia Cavaliers,Foul,,,13 Caitlyn,Right,2-2,209,232,,,0,Virginia Tech Hokies,1,1,47,78,,Strike,,18 Rayle,10,0,
29,"UVA4-13-19Game2, Pitch 029",Pitch,00:04:54.39,00:05:12.07,00:04:54.6450000,4/13/2019 4:21:00 PM,6,University of Virginia Cavaliers,Ball in Play,,,13 Caitlyn,Right,2-2,157,116,,Fly,0,Virginia Tech Hokies,1,1,92,171,,Strike,,18 Rayle,11,0,
30,"UVA4-13-19Game2, Pitch 030",Pitch,00:05:12.50,00:05:18.28,00:05:12.8290000,4/13/2019 4:21:00 PM,7,University of Virginia Cavaliers,,Ball,,14 Emma,,0-0,,,,,0,Virginia Tech Hokies,1,2,33,219,,Ball,Dropball,18 Rayle,12,0,
31,"UVA4-13-19Game2, Pitch 031",Pitch,00:05:20.18,00:05:32.48,00:05:20.3040000,4/13/2019 4:21:00 PM,2,University of Virginia Cavaliers,Ball in Play,,,14 Emma,Right,1-0,81,65,Double,Line,1,Virginia Tech Hokies,1,2,92,168,,Strike,,18 Rayle,13,0,
32,"UVA4-13-19Game2, Pitch 032",Pitch,00:05:36.44,00:05:44.05,00:05:36.7370000,4/13/2019 4:21:00 PM,1,University of Virginia Cavaliers,,Ball,,8 Bennett,Right,0-0,,,,,1,Virginia Tech Hokies,1,2,50,8,,Ball,,18 Rayle,14,0,
33,"UVA4-13-19Game2, Pitch 033",Pitch,00:05:46.26,00:06:04.57,00:05:46.4300000,4/13/2019 4:21:00 PM,2,University of Virginia Cavaliers,Ball in Play,,,8 Bennett,Right,1-0,104,49,Triple,Fly,2,Virginia Tech Hokies,1,2,107,35,,Strike,,18 Rayle,15,0,
34,"UVA4-13-19Game2, Pitch 034",Pitch,00:06:09.33,00:06:19.28,00:06:09.5530000,4/13/2019 4:21:00 PM,1,University of Virginia Cavaliers,Take,,,28 Chavez,Right,0-0,,,,,2,Virginia Tech Hokies,1,2,51,92,,Strike,,18 Rayle,16,0,
35,"UVA4-13-19Game2, Pitch 035",Pitch,00:06:20.34,00:06:28.40,00:06:20.5640000,4/13/2019 4:21:00 PM,2,University of Virginia Cavaliers,,Ball,,28 Chavez,Right,0-1,,,,,2,Virginia Tech Hokies,1,2,14,66,,Ball,,18 Rayle,17,0,
36,"UVA4-13-19Game2, Pitch 036",Pitch,00:06:29.38,00:06:36.07,00:06:29.6400000,4/13/2019 4:21:00 PM,3,University of Virginia Cavaliers,Swing,,,28 Chavez,Right,1-1,,,,,2,Virginia Tech Hokies,1,2,43,147,,Strike,,18 Rayle,18,0,
37,"UVA4-13-19Game2, Pitch 037",Pitch,00:06:45.19,00:06:51.17,00:06:45.3220000,4/13/2019 4:21:00 PM,4,University of Virginia Cavaliers,Foul,,,28 Chavez,Right,1-2,115,219,,,2,Virginia Tech Hokies,1,2,49,209,,Strike,,18 Rayle,19,0,
38,"UVA4-13-19Game2, Pitch 038",Pitch,00:06:54.54,00:07:03.28,00:06:54.8980000,4/13/2019 4:21:00 PM,5,University of Virginia Cavaliers,,Ball,,28 Chavez,Right,1-2,,,,,2,Virginia Tech Hokies,1,2,67,226,,Ball,,18 Rayle,20,0,
39,"UVA4-13-19Game2, Pitch 039",Pitch,00:07:04.41,00:07:14.24,00:07:04.6910000,4/13/2019 4:21:00 PM,6,University of Virginia Cavaliers,Ball in Play,,,28 Chavez,Right,2-2,102,162,,Ground,2,Virginia Tech Hokies,1,2,78,101,,Strike,,18 Rayle,21,0,
40,"UVA4-13-19Game2, Pitch 040",Pitch,00:07:18.23,00:07:24.16,00:07:18.3880000,4/13/2019 4:21:00 PM,1,University of Virginia Cavaliers,Foul,,,88 Gott,Right,0-0,69,187,,,2,Virginia Tech Hokies,2,0,117,113,,Strike,,25 Carrie,18,0,
41,"UVA4-13-19Game2, Pitch 041",Pitch,00:07:24.50,00:07:32.31,00:07:24.8280000,4/13/2019 4:21:00 PM,2,University of Virginia Cavaliers,Take,,,88 Gott,Right,0-1,,,,,2,Virginia Tech Hokies,2,0,85,116,,Strike,,25 Carrie,19,0,
42,"UVA4-13-19Game2, Pitch 042",Pitch,00:07:33.13,00:07:38.51,00:07:33.2200000,4/13/2019 4:21:00 PM,3,University of Virginia Cavaliers,,Ball,,88 Gott,Right,0-2,,,,,2,Virginia Tech Hokies,2,0,85,8,,Ball,,25 Carrie,20,0,
43,"UVA4-13-19Game2, Pitch 043",Pitch,00:07:41.03,00:07:49.25,00:07:41.0440000,4/13/2019 4:21:00 PM,4,University of Virginia Cavaliers,Foul,,,88 Gott,Right,1-2,210,186,,,2,Virginia Tech Hokies,2,0,88,143,,Strike,,25 Carrie,21,0,
44,"UVA4-13-19Game2, Pitch 044",Pitch,00:07:50.05,00:07:56.20,00:07:50.0870000,4/13/2019 4:21:00 PM,5,University of Virginia Cavaliers,,Ball,,88 Gott,Right,1-2,,,,,2,Virginia Tech Hokies,2,0,105,16,,Ball,,25 Carrie,22,0,
45,"UVA4-13-19Game2, Pitch 045",Pitch,00:08:00.57,00:08:10.16,00:08:00.9480000,4/13/2019 4:21:00 PM,6,University of Virginia Cavaliers,Swing,,,88 Gott,Right,2-2,,,,,2,Virginia Tech Hokies,2,0,177,70,,Strike,Rise,25 Carrie,23,0,
46,"UVA4-13-19Game2, Pitch 046",Pitch,00:08:14.08,00:08:22.21,00:08:14.1270000,4/13/2019 4:21:00 PM,1,University of Virginia Cavaliers,,Ball,,19 Osherow,Right,0-0,,,,,2,Virginia Tech Hokies,2,1,39,177,,Ball,,25 Carrie,24,0,
47,"UVA4-13-19Game2, Pitch 047",Pitch,00:08:23.23,00:08:31.01,00:08:23.3870000,4/13/2019 4:21:00 PM,2,University of Virginia Cavaliers,Foul,,,19 Osherow,Right,1-0,168,240,,,2,Virginia Tech Hokies,2,1,117,89,,Strike,,25 Carrie,25,0,
48,"UVA4-13-19Game2, Pitch 048",Pitch,00:08:33.44,00:08:40.29,00:08:33.7300000,4/13/2019 4:21:00 PM,3,University of Virginia Cavaliers,Foul,,,19 Osherow,Right,1-1,154,224,,,2,Virginia Tech Hokies,2,1,155,157,,Strike,,25 Carrie,26,0,
49,"UVA4-13-19Game2, Pitch 049",Pitch,00:08:40.58,00:08:52.19,00:08:40.9710000,4/13/2019 4:21:00 PM,4,University of Virginia Cavaliers,,Ball,,19 Osherow,Right,1-2,,,,,2,Virginia Tech Hokies,2,1,45,164,,Ball,Dropball,25 Carrie,27,0,
50,"UVA4-13-19Game2, Pitch 050",Pitch,00:08:53.42,00:09:05.49,00:08:53.7000000,4/13/2019 4:21:00 PM,5,University of Virginia Cavaliers,Ball in Play,,,19 Osherow,Right,2-2,98,176,,Ground,2,Virginia Tech Hokies,2,1,178,146,,Strike,,25 Carrie,28,0,
51,"UVA4-13-19Game2, Pitch 051",Pitch,00:09:08.08,00:09:15.40,00:09:08.1310000,4/13/2019 4:21:00 PM,1,University of Virginia Cavaliers,,Ball,,14 Barber,Right,0-0,,,,,2,Virginia Tech Hokies,2,2,193,229,,Ball,,25 Carrie,29,0,
52,"UVA4-13-19Game2, Pitch 052",Pitch,00:09:15.49,00:09:22.50,00:09:15.8220000,4/13/2019 4:21:00 PM,2,University of Virginia Cavaliers,Swing,,,14 Barber,Right,1-0,,,,,2,Virginia Tech Hokies,2,2,141,89,,Strike,,25 Carrie,30,0,
53,"UVA4-13-19Game2, Pitch 053",Pitch,00:09:25.09,00:09:32.02,00:09:25.1480000,4/13/2019 4:21:00 PM,3,University of Virginia Cavaliers,Foul,,,14 Barber,Right,1-1,109,236,,,2,Virginia Tech Hokies,2,2,151,98,,Strike,,25 Carrie,31,0,
54,"UVA4-13-19Game2, Pitch 054",Pitch,00:09:34.01,00:09:41.26,00:09:34.0240000,4/13/2019 4:21:00 PM,4,University of Virginia Cavaliers,,Ball,,14 Barber,Right,1-2,,,,,2,Virginia Tech Hokies,2,2,214,188,,Ball,,25 Carrie,32,0,
55,"UVA4-13-19Game2, Pitch 055",Pitch,00:09:42.49,00:09:53.19,00:09:42.8160000,4/13/2019 4:21:00 PM,5,University of Virginia Cavaliers,Ball in Play,,,14 Barber,Right,2-2,117,156,Single,Ground,2,Virginia Tech Hokies,2,2,111,153,,Strike,,25 Carrie,33,0,
56,"UVA4-13-19Game2, Pitch 056",Pitch,00:09:58.60,00:10:06.57,00:09:58.9990000,4/13/2019 4:21:00 PM,1,University of Virginia Cavaliers,Foul,,,15 Davis,Right,0-0,147,234,,,2,Virginia Tech Hokies,2,2,163,96,,Strike,,25 Carrie,34,0,
57,"UVA4-13-19Game2, Pitch 057",Pitch,00:10:07.44,00:10:15.15,00:10:07.7410000,4/13/2019 4:21:00 PM,2,University of Virginia Cavaliers,Take,,,15 Davis,Right,0-1,,,,,2,Virginia Tech Hokies,2,2,53,103,,Strike,,25 Carrie,35,0,
58,"UVA4-13-19Game2, Pitch 058",Pitch,00:10:16.09,00:10:23.21,00:10:16.1490000,4/13/2019 4:21:00 PM,3,University of Virginia Cavaliers,,Ball,,15 Davis,Right,0-2,,,,,2,Virginia Tech Hokies,2,2,36,69,,Ball,,25 Carrie,36,0,
59,"UVA4-13-19Game2, Pitch 059",Pitch,00:10:24.08,00:10:30.49,00:10:24.1410000,4/13/2019 4:21:00 PM,4,University of Virginia Cavaliers,,Ball,,15 Davis,Right,1-2,,,,,2,Virginia Tech Hokies,2,2,100,7,,Ball,,25 Carrie,37,0,
60,"UVA4-13-19Game2, Pitch 060",Pitch,00:10:31.38,00:10:39.04,00:10:31.6320000,4/13/2019 4:21:00 PM,5,University of Virginia Cavaliers,Foul,,,15 Davis,Right,2-2,196,195,,,2,Virginia Tech Hokies,2,2,77,49,,Strike,,25 Carrie,38,0,
61,"UVA4-13-19Game2, Pitch 061",Pitch,00:10:41.20,00:10:49.01,00:10:41.3410000,4/13/2019 4:21:00 PM,6,University of Virginia Cavaliers,Foul,,,15 Davis,Right,2-2,120,236,,,2,Virginia Tech Hokies,2,2,158,40,,Strike,Rise,25 Carrie,39,0,
62,"UVA4-13-19Game2, Pitch 062",Pitch,00:10:49.40,00:10:56.34,00:10:49.6660000,4/13/2019 4:21:00 PM,7,University of Virginia Cavaliers,Swing,,,15 Davis,Right,2-2,,,,,2,Virginia Tech Hokies,2,2,220,199,,Strike,,25 Carrie,40,0,
63,"UVA4-13-19Game2, Pitch 063",Pitch,00:10:58.32,00:11:04.11,00:10:58.5420000,4/13/2019 4:21:00 PM,1,University of Virginia Cavaliers,,Ball,,18 Lawter,Right,0-0,,,,,2,Virginia Tech Hokies,2,0,40,210,,Ball,Dropball,18 Rayle,22,0,
64,"UVA4-13-19Game2, Pitch 064",Pitch,00:11:05.27,00:11:19.42,00:11:05.4490000,4/13/2019 4:21:00 PM,2,University of Virginia Cavaliers,Ball in Play,,,18 Lawter,Right,1-0,211,49,Homerun,,2,Virginia Tech Hokies,2,0,78,75,,Strike,,18 Rayle,23,0,
65,"UVA4-13-19Game2, Pitch 065",Pitch,00:11:20.20,00:11:25.43,00:11:20.3300000,4/13/2019 4:21:00 PM,1,University of Virginia Cavaliers,Take,,,4 Trull,Left,0-0,,,,,3,Virginia Tech Hokies,2,0,182,67,,Strike,Rise,12 Frei,1,0,
66,"UVA4-13-19Game2, Pitch 066",Pitch,00:11:27.37,00:11:33.27,00:11:27.6210000,4/13/2019 4:21:00 PM,2,University of Virginia Cavaliers,Take,,,4 Trull,Left,0-1,,,,,3,Virginia Tech Hokies,2,0,159,86,,Strike,,12 Frei,2,0,
67,"UVA4-13-19Game2, Pitch 067",Pitch,00:11:35.53,00:11:42.01,00:11:35.8790000,4/13/2019 4:21:00 PM,3,University of Virginia Cavaliers,,Ball,,4 Trull,Left,0-2,,,,,3,Virginia Tech Hokies,2,0,206,158,,Ball,,12 Frei,3,0,
68,"UVA4-13-19Game2, Pitch 068",Pitch,00:11:42.35,00:11:51.06,00:11:42.5860000,4/13/2019 4:21:00 PM,4,University of Virginia Cavaliers,Take,,,4 Trull,Left,1-2,,,,,3,Virginia Tech Hokies,2,0,180,144,,Strike,,12 Frei,4,0,
69,"UVA4-13-19Game2, Pitch 069",Pitch,00:11:55.47,00:12:02.03,00:11:55.7820000,4/13/2019 4:21:00 PM,1,University of Virginia Cavaliers,,Ball,,29 Banks,Left,0-0,,,,,3,Virginia Tech Hokies,2,1,195,188,,Ball,,12 Frei,5,0,
70,"UVA4-13-19Game2, Pitch 070",Pitch,00:12:06.48,00:12:13.16,00:12:06.7930000,4/13/2019 4:21:00 PM,2,University of Virginia Cavaliers,,Ball,,29 Banks,Left,1-0,,,,,3,Virginia Tech Hokies,2,1,210,139,,Ball,,12 Frei,6,0,
71,"UVA4-13-19Game2, Pitch 071",Pitch,00:12:14.00,00:12:20.44,00:12:14.0010000,4/13/2019 4:21:00 PM,3,University of Virginia Cavaliers,Foul,,,29 Banks,Left,2-0,185,197,,,3,Virginia Tech Hokies,2,1,172,142,,Strike,,12 Frei,7,0,
72,"UVA4-13-19Game2, Pitch 072",Pitch,00:12:23.06,00:12:31.58,00:12:23.0930000,4/13/2019 4:21:00 PM,4,University of Virginia Cavaliers,Take,,,29 Banks,Left,2-1,,,,,3,Virginia Tech Hokies,2,1,172,155,,Strike,,12 Frei,8,0,
73,"UVA4-13-19Game2, Pitch 073",Pitch,00:12:32.31,00:12:40.15,00:12:32.5190000,4/13/2019 4:21:00 PM,5,University of Virginia Cavaliers,Foul,,,29 Banks,Left,2-2,65,179,,,3,Virginia Tech Hokies,2,1,162,87,,Strike,,12 Frei,9,0,
74,"UVA4-13-19Game2, Pitch 074",Pitch,00:12:41.41,00:12:48.46,00:12:41.6780000,4/13/2019 4:21:00 PM,6,University of Virginia Cavaliers,Foul,,,29 Banks,Left,2-2,125,239,,,3,Virginia Tech Hokies,2,1,147,48,,Strike,,12 Frei,10,0,
75,"UVA4-13-19Game2, Pitch 075",Pitch,00:12:49.50,00:12:56.22,00:12:49.8370000,4/13/2019 4:21:00 PM,7,University of Virginia Cavaliers,Swing,,,29 Banks,Left,2-2,,,,,3,Virginia Tech Hokies,2,1,124,41,,Strike,,12 Frei,11,0,
76,"UVA4-13-19Game2, Pitch 076",Pitch,00:12:57.60,00:13:04.56,00:12:57.9950000,4/13/2019 4:21:00 PM,1,University of Virginia Cavaliers,Take,,,2 Bailey,Right,0-0,,,,,3,Virginia Tech Hokies,2,2,67,89,,Strike,,12 Frei,12,0,
77,"UVA4-13-19Game2, Pitch 077",Pitch,00:13:05.28,00:13:18.16,00:13:05.4690000,4/13/2019 4:21:00 PM,2,University of Virginia Cavaliers,Ball in Play,,,2 Bailey,Right,0-1,213,120,Double,,3,Virginia Tech Hokies,2,2,68,156,,Strike,,12 Frei,13,0,
78,"UVA4-13-19Game2, Pitch 078",Pitch,00:13:22.34,00:13:30.06,00:13:22.5690000,4/13/2019 4:21:00 PM,1,University of Virginia Cavaliers,Swing,,,9 Velazquez,Left,0-0,,,,,3,Virginia Tech Hokies,2,2,178,107,,Strike,,12 Frei,14,0,
79,"UVA4-13-19Game2, Pitch 079",Pitch,00:13:31.42,00:13:38.29,00:13:31.6950000,4/13/2019 4:21:00 PM,2,University of Virginia Cavaliers,Take,,,9 Velazquez,Left,0-1,,,,,3,Virginia Tech Hokies,2,2,205,99,,Strike,,12 Frei,15,0,
80,"UVA4-13-19Game2, Pitch 080",Pitch,00:13:40.16,00:13:46.29,00:13:40.2700000,4/13/2019 4:21:00 PM,3,University of Virginia Cavaliers,,Ball,,9 Velazquez,Left,0-2,,,,,3,Virginia Tech Hokies,2,2,209,147,,Ball,,12 Frei,16,0,
81,"UVA4-13-19Game2, Pitch 081",Pitch,00:13:49.09,00:13:55.58,00:13:49.1460000,4/13/2019 4:21:00 PM,4,University of Virginia Cavaliers,,Ball,,9 Velazquez,Left,1-2,,,,,3,Virginia Tech Hokies,2,2,223,201,,Ball,,12 Frei,17,0,
82,"UVA4-13-19Game2, Pitch 082",Pitch,00:13:56.37,00:14:03.25,00:13:56.6200000,4/13/2019 4:21:00 PM,5,University of Virginia Cavaliers,Foul,,,9 Velazquez,Left,2-2,77,237,,,3,Virginia Tech Hokies,2,2,175,88,,Strike,,12 Frei,18,0,
83,"UVA4-13-19Game2, Pitch 083",Pitch,00:14:04.59,00:14:11.49,00:14:04.9780000,4/13/2019 4:21:00 PM,6,University of Virginia Cavaliers,,Ball,,9 Velazquez,Left,2-2,,,,,3,Virginia Tech Hokies,2,2,215,164,,Ball,,12 Frei,19,0,
84,"UVA4-13-19Game2, Pitch 084",Pitch,00:14:13.48,00:14:21.36,00:14:13.8040000,4/13/2019 4:21:00 PM,7,University of Virginia Cavaliers,Foul,,,9 Velazquez,Left,3-2,97,232,,,3,Virginia Tech Hokies,2,2,166,142,,Strike,,12 Frei,20,0,
85,"UVA4-13-19Game2, Pitch 085",Pitch,00:14:22.57,00:14:31.15,00:14:22.9460000,4/13/2019 4:21:00 PM,8,University of Virginia Cavaliers,Ball in Play,,,9 Velazquez,Left,3-2,100,169,,Ground,3,Virginia Tech Hokies,2,2,182,144,,Strike,,12 Frei,21,0,
86,"UVA4-13-19Game2, Pitch 086",Pitch,00:14:36.01,00:14:46.10,00:14:36.0090000,4/13/2019 4:21:00 PM,1,University of Virginia Cavaliers,Ball in Play,,,27 Ritchie,Right,0-0,143,165,,Pop up infield,3,Virginia Tech Hokies,3,0,106,161,,Strike,,25 Carrie,41,0,
87,"UVA4-13-19Game2, Pitch 087",Pitch,00:14:49.05,00:14:56.23,00:14:49.0890000,4/13/2019 4:21:00 PM,1,University of Virginia Cavaliers,Take,,,10 Covington,Right,0-0,,,,,3,Virginia Tech Hokies,3,1,99,144,,Strike,,25 Carrie,42,0,
88,"UVA4-13-19Game2, Pitch 088",Pitch,00:14:58.24,00:15:05.29,00:14:58.3980000,4/13/2019 4:21:00 PM,2,University of Virginia Cavaliers,,Ball,,10 Covington,Right,0-1,,,,,3,Virginia Tech Hokies,3,1,91,14,,Ball,,25 Carrie,43,0,
89,"UVA4-13-19Game2, Pitch 089",Pitch,00:15:06.13,00:15:14.12,00:15:06.2230000,4/13/2019 4:21:00 PM,3,University of Virginia Cavaliers,,Ball,,10 Covington,Right,1-1,,,,,3,Virginia Tech Hokies,3,1,39,38,,Ball,,25 Carrie,44,0,
90,"UVA4-13-19Game2, Pitch 090",Pitch,00:15:14.58,00:15:22.37,00:15:14.9650000,4/13/2019 4:21:00 PM,4,University of Virginia Cavaliers,Foul,,,10 Covington,Right,2-1,190,174,,,3,Virginia Tech Hokies,3,1,59,130,,Strike,,25 Carrie,45,0,
91,"UVA4-13-19Game2, Pitch 091",Pitch,00:15:23.49,00:15:31.48,00:15:23.8240000,4/13/2019 4:21:00 PM,5,University of Virginia Cavaliers,Foul,,,10 Covington,Right,2-2,209,206,,,3,Virginia Tech Hokies,3,1,93,170,,Strike,,25 Carrie,46,0,
92,"UVA4-13-19Game2, Pitch 092",Pitch,00:15:32.30,00:15:43.47,00:15:32.4990000,4/13/2019 4:21:00 PM,6,University of Virginia Cavaliers,Foul,,,10 Covington,Right,2-2,9,135,,,3,Virginia Tech Hokies,3,1,135,157,,Strike,,25 Carrie,47,0,
