Name,Position,Duration,1. Baserunning Situation,1. Date,1. Pitchers Name,1. Pitchers Side,2. Hitters Name,2. Hitters Side,3. Pitch Type,4. Pitch Location,5. Game Pitch Result,6. Pitch Count,6. Previous Pitch Count,8. Hit Location,8. Hit Results,8. RBI,9. Outs,Hitting Position,Period,Team 1. Pitchers Name,Team 2. Hitters Name,XY Hit Location,XY Pitch Location,Z-Game Details
Virginia Tech vs Duke,0,13966,Bases Empty,04-21-2018,3 Keely Rochard,R-Hand,34 Rachel Abboud,L-Hand,,LEFTM2,Ball,Hit By Pitch,0--0,,,,0 Out,,1. Inning,Virginia Tech,Duke,,43;208,Virginia Tech vs Duke
Virginia Tech vs Duke (1),13966,11466,R1,04-21-2018,3 Keely Rochard,R-Hand,3 Haley Wymbs,L-Hand,,MR3,Foul,0--1,0--0,,,,0 Out,,1. Inning,Virginia Tech,Duke,,300;271,Virginia Tech vs Duke
Virginia Tech vs Duke (2),25433,13166,R1,04-21-2018,3 Keely Rochard,R-Hand,3 Haley Wymbs,L-Hand,,UPM3,Ball,1--1,0--1,,,,0 Out,,1. Inning,Virginia Tech,Duke,,276;57,Virginia Tech vs Duke
Virginia Tech vs Duke (3),38599,18566,R1,04-21-2018,3 Keely Rochard,R-Hand,3 Haley Wymbs,L-Hand,,ML4,Ball in Play,,1--1,PF,,,0 Out,Bunt,1. Inning,Virginia Tech,Duke,274;298,160;282,Virginia Tech vs Duke
Virginia Tech vs Duke (4),57165,13100,R12,04-21-2018,3 Keely Rochard,R-Hand,14 Raine Wilson,R-Hand,,ML1,Strike Swinging,0--1,0--0,,,,0 Out,,1. Inning,Virginia Tech,Duke,,156;207,Virginia Tech vs Duke
Virginia Tech vs Duke (5),70265,21800,R12,04-21-2018,3 Keely Rochard,R-Hand,14 Raine Wilson,R-Hand,Rise Ball,MM2,Ball in Play,,0--1,PF,Sacrifice Bunt,,0 Out,,1. Inning,Virginia Tech,Duke,241;293,266;228,Virginia Tech vs Duke
Virginia Tech vs Duke (6),92065,10333,R23,04-21-2018,3 Keely Rochard,R-Hand,2 Jameson Kavel,R-Hand,,LEFTM1,Ball,1--0,0--0,,,,1 Out,,1. Inning,Virginia Tech,Duke,,71;173,Virginia Tech vs Duke
Virginia Tech vs Duke (7),102398,19333,R23,04-21-2018,3 Keely Rochard,R-Hand,2 Jameson Kavel,R-Hand,,UL3,Strike Called,1--1,1--0,,,,1 Out,,1. Inning,Virginia Tech,Duke,,135;159,Virginia Tech vs Duke
Virginia Tech vs Duke (8),121731,13400,R23,04-21-2018,3 Keely Rochard,R-Hand,2 Jameson Kavel,R-Hand,,UL3,Foul,1--2,1--1,,,,1 Out,,1. Inning,Virginia Tech,Duke,,127;182,Virginia Tech vs Duke
Virginia Tech vs Duke (9),135130,10633,R23,04-21-2018,3 Keely Rochard,R-Hand,2 Jameson Kavel,R-Hand,,MM2,Foul,1--2,1--2,,,,1 Out,,1. Inning,Virginia Tech,Duke,,253;222,Virginia Tech vs Duke
Virginia Tech vs Duke (10),145763,11000,R23,04-21-2018,3 Keely Rochard,R-Hand,2 Jameson Kavel,R-Hand,,UPM2,Ball,2--2,1--2,,,,1 Out,,1. Inning,Virginia Tech,Duke,,200;36,Virginia Tech vs Duke
Virginia Tech vs Duke (11),156763,11300,R23,04-21-2018,3 Keely Rochard,R-Hand,2 Jameson Kavel,R-Hand,,UPM2,WP-PB,3--2,2--2,,,,1 Out,,1. Inning,Virginia Tech,Duke,,105;56,Virginia Tech vs Duke
Virginia Tech vs Duke (12),168063,12566,R23,04-21-2018,3 Keely Rochard,R-Hand,2 Jameson Kavel,R-Hand,,UM3,Foul,3--2,3--2,,,,1 Out,,1. Inning,Virginia Tech,Duke,,242;202,Virginia Tech vs Duke
Virginia Tech vs Duke (13),180629,11800,R23,04-21-2018,3 Keely Rochard,R-Hand,2 Jameson Kavel,R-Hand,,LR1,Strike Swinging,Strikeout,3--2,,,,1 Out,,1. Inning,Virginia Tech,Duke,,314;349,Virginia Tech vs Duke
Virginia Tech vs Duke (14),192429,22700,R23,04-21-2018,3 Keely Rochard,R-Hand,31 Kortney Dry,R-Hand,,UM3,Ball in Play,,0--0,SLCF,Fly Out,,2 Out,,1. Inning,Virginia Tech,Duke,164;162,238;194,Virginia Tech vs Duke
Virginia Tech vs Duke (15),215129,13633,Bases Empty,04-21-2018,7 Katherine Huey,R-Hand,2 Caroline Schoenewald,R-Hand,,UPM2,Strike Called,0--1,0--0,,,,0 Out,,1. Inning,Duke,Virginia Tech,,170;6,Virginia Tech vs Duke
Virginia Tech vs Duke (16),228762,8833,Bases Empty,04-21-2018,7 Katherine Huey,R-Hand,2 Caroline Schoenewald,R-Hand,,UPM2,Strike Swinging,0--2,0--1,,,,0 Out,,1. Inning,Duke,Virginia Tech,,146;14,Virginia Tech vs Duke
Virginia Tech vs Duke (17),237595,10266,Bases Empty,04-21-2018,7 Katherine Huey,R-Hand,2 Caroline Schoenewald,R-Hand,,MM3,Strike Swinging,Strikeout,0--2,,,,0 Out,,1. Inning,Duke,Virginia Tech,,231;299,Virginia Tech vs Duke
Virginia Tech vs Duke (18),247861,8866,Bases Empty,04-21-2018,7 Katherine Huey,R-Hand,10 Olivia Lattin,R-Hand,,LL1,Ball,1--0,0--0,,,,1 Out,,1. Inning,Duke,Virginia Tech,,129;329,Virginia Tech vs Duke
Virginia Tech vs Duke (19),256728,8000,Bases Empty,04-21-2018,7 Katherine Huey,R-Hand,10 Olivia Lattin,R-Hand,,MM1,Strike Swinging,1--1,1--0,,,,1 Out,,1. Inning,Duke,Virginia Tech,,239;234,Virginia Tech vs Duke
Virginia Tech vs Duke (20),264728,13566,Bases Empty,04-21-2018,7 Katherine Huey,R-Hand,10 Olivia Lattin,R-Hand,,ML1,Ball,2--1,1--1,,,,1 Out,,1. Inning,Duke,Virginia Tech,,140;254,Virginia Tech vs Duke
Virginia Tech vs Duke (21),278294,15533,Bases Empty,04-21-2018,7 Katherine Huey,R-Hand,10 Olivia Lattin,R-Hand,,ML2,Ball in Play,,2--1,PF,Line Out,,1 Out,,1. Inning,Duke,Virginia Tech,266;275,186;223,Virginia Tech vs Duke
Virginia Tech vs Duke (22),293827,11900,Bases Empty,04-21-2018,7 Katherine Huey,R-Hand,14 Emma Strouth,R-Hand,,MR1,Ball,1--0,0--0,,,,2 Out,,1. Inning,Duke,Virginia Tech,,336;245,Virginia Tech vs Duke
Virginia Tech vs Duke (23),305727,12433,Bases Empty,04-21-2018,7 Katherine Huey,R-Hand,14 Emma Strouth,R-Hand,,MR2,Ball in Play,,1--0,DLCF,Fly Out,,2 Out,,1. Inning,Duke,Virginia Tech,135;115,360;226,Virginia Tech vs Duke
Virginia Tech vs Duke (24),318160,14466,Bases Empty,04-21-2018,3 Keely Rochard,R-Hand,1 Jill Ferraro,R-Hand,,UPM4,Ball,1--0,0--0,,,,0 Out,,2. Inning,Virginia Tech,Duke,,314;1,Virginia Tech vs Duke
Virginia Tech vs Duke (25),332626,6833,Bases Empty,04-21-2018,3 Keely Rochard,R-Hand,1 Jill Ferraro,R-Hand,,MM2,Strike Swinging,1--1,1--0,,,,0 Out,,2. Inning,Virginia Tech,Duke,,269;236,Virginia Tech vs Duke
Virginia Tech vs Duke (26),339459,9333,Bases Empty,04-21-2018,3 Keely Rochard,R-Hand,1 Jill Ferraro,R-Hand,,,,,,,,,0 Out,,2. Inning,Virginia Tech,Duke,,,Virginia Tech vs Duke
Virginia Tech vs Duke (27),348792,15866,Bases Empty,04-21-2018,3 Keely Rochard,R-Hand,1 Jill Ferraro,R-Hand,,ML1,Strike Swinging,1--2,1--1,,,,0 Out,,2. Inning,Virginia Tech,Duke,,143;228,Virginia Tech vs Duke
Virginia Tech vs Duke (28),364659,14900,Bases Empty,04-21-2018,3 Keely Rochard,R-Hand,1 Jill Ferraro,R-Hand,,ML3,Foul,1--2,1--2,,,,0 Out,,2. Inning,Virginia Tech,Duke,,146;277,Virginia Tech vs Duke
Virginia Tech vs Duke (29),379558,11200,Bases Empty,04-21-2018,3 Keely Rochard,R-Hand,1 Jill Ferraro,R-Hand,,MM1,Ball in Play,,1--2,SS3,Ground Out,,0 Out,,2. Inning,Virginia Tech,Duke,201;219,229;241,Virginia Tech vs Duke
Virginia Tech vs Duke (30),390758,9066,Bases Empty,04-21-2018,3 Keely Rochard,R-Hand,7 Katherine Huey,R-Hand,,LEFTM1,Ball,1--0,0--0,,,,1 Out,,2. Inning,Virginia Tech,Duke,,82;138,Virginia Tech vs Duke
Virginia Tech vs Duke (31),399825,11033,Bases Empty,04-21-2018,3 Keely Rochard,R-Hand,7 Katherine Huey,R-Hand,,RIGHTM3,Ball,2--0,1--0,,,,1 Out,,2. Inning,Virginia Tech,Duke,,427;361,Virginia Tech vs Duke
Virginia Tech vs Duke (32),410858,12833,Bases Empty,04-21-2018,3 Keely Rochard,R-Hand,7 Katherine Huey,R-Hand,,UL3,Ball,3--0,2--0,,,,1 Out,,2. Inning,Virginia Tech,Duke,,137;181,Virginia Tech vs Duke
Virginia Tech vs Duke (33),423691,10833,Bases Empty,04-21-2018,3 Keely Rochard,R-Hand,7 Katherine Huey,R-Hand,,MM1,Strike Swinging,3--1,3--0,,,,1 Out,,2. Inning,Virginia Tech,Duke,,229;224,Virginia Tech vs Duke
Virginia Tech vs Duke (34),434524,11633,Bases Empty,04-21-2018,3 Keely Rochard,R-Hand,7 Katherine Huey,R-Hand,,LR4,Ball,3--2,2--2,,,,1 Out,,2. Inning,Virginia Tech,Duke,,388;391,Virginia Tech vs Duke
Virginia Tech vs Duke (35),446157,13966,Bases Empty,04-21-2018,3 Keely Rochard,R-Hand,7 Katherine Huey,R-Hand,,MM1,Strike Swinging,Strikeout,3--2,,,,1 Out,,2. Inning,Virginia Tech,Duke,,243;234,Virginia Tech vs Duke
Virginia Tech vs Duke (36),460123,9633,Bases Empty,04-21-2018,3 Keely Rochard,R-Hand,30 Jazmine Moreno,R-Hand,,MR1,Foul,0--1,0--0,,,,2 Out,,2. Inning,Virginia Tech,Duke,,344;255,Virginia Tech vs Duke
Virginia Tech vs Duke (37),469756,11500,Bases Empty,04-21-2018,3 Keely Rochard,R-Hand,30 Jazmine Moreno,R-Hand,,MR1,Foul,0--2,0--1,,,,2 Out,,2. Inning,Virginia Tech,Duke,,303;223,Virginia Tech vs Duke
Virginia Tech vs Duke (38),481256,18000,Bases Empty,04-21-2018,3 Keely Rochard,R-Hand,30 Jazmine Moreno,R-Hand,,MR1,Strike Swinging,Strikeout,0--2,,,,2 Out,,2. Inning,Virginia Tech,Duke,,343;226,Virginia Tech vs Duke
Virginia Tech vs Duke (39),499256,15566,Bases Empty,04-21-2018,7 Katherine Huey,R-Hand,25 Carrie Eberle,R-Hand,,MM1,Ball,1--0,0--0,,,,0 Out,,2. Inning,Duke,Virginia Tech,,233;258,Virginia Tech vs Duke
Virginia Tech vs Duke (40),514822,13466,Bases Empty,04-21-2018,7 Katherine Huey,R-Hand,25 Carrie Eberle,R-Hand,,MR3,Ball,2--0,1--0,,,,0 Out,,2. Inning,Duke,Virginia Tech,,351;267,Virginia Tech vs Duke
Virginia Tech vs Duke (41),528288,20900,Bases Empty,04-21-2018,7 Katherine Huey,R-Hand,25 Carrie Eberle,R-Hand,,LR1,Ball,3--0,2--0,,,,0 Out,,2. Inning,Duke,Virginia Tech,,334;319,Virginia Tech vs Duke
Virginia Tech vs Duke (42),549188,12366,Bases Empty,04-21-2018,7 Katherine Huey,R-Hand,25 Carrie Eberle,R-Hand,,MR4,Ball,Walk,3--0,,,,0 Out,,2. Inning,Duke,Virginia Tech,,379;297,Virginia Tech vs Duke
Virginia Tech vs Duke (43),561554,16933,R1,04-21-2018,7 Katherine Huey,R-Hand,20 Sierra Walton,R-Hand,,ML1,Strike Called,0--1,0--0,,,,0 Out,,2. Inning,Duke,Virginia Tech,,130;218,Virginia Tech vs Duke
Virginia Tech vs Duke (44),578487,10066,R1,04-21-2018,7 Katherine Huey,R-Hand,20 Sierra Walton,R-Hand,,MR3,Ball,1--1,0--1,,,,0 Out,,2. Inning,Duke,Virginia Tech,,357;288,Virginia Tech vs Duke
Virginia Tech vs Duke (45),588554,11566,R1,04-21-2018,7 Katherine Huey,R-Hand,20 Sierra Walton,R-Hand,,ML1,Ball,2--1,1--1,,,,0 Out,,2. Inning,Duke,Virginia Tech,,117;245,Virginia Tech vs Duke
Virginia Tech vs Duke (46),600120,10100,R1,04-21-2018,7 Katherine Huey,R-Hand,20 Sierra Walton,R-Hand,,MM2,Strike Swinging,Strikeout,1--2,,,,0 Out,,2. Inning,Duke,Virginia Tech,,252;263,Virginia Tech vs Duke
Virginia Tech vs Duke (47),610220,19700,R1,04-21-2018,7 Katherine Huey,R-Hand,11 Cana Davis,R-Hand,,ML1,Ball,1--0,0--0,,,,1 Out,,2. Inning,Duke,Virginia Tech,,142;223,Virginia Tech vs Duke
Virginia Tech vs Duke (48),629920,11866,R1,04-21-2018,7 Katherine Huey,R-Hand,11 Cana Davis,R-Hand,,ML2,Strike Called,1--1,1--0,,,,1 Out,,2. Inning,Duke,Virginia Tech,,159;245,Virginia Tech vs Duke
Virginia Tech vs Duke (49),641786,13700,R1,04-21-2018,7 Katherine Huey,R-Hand,11 Cana Davis,R-Hand,,MR1,Strike Called,1--2,1--1,,,,1 Out,,2. Inning,Duke,Virginia Tech,,344;266,Virginia Tech vs Duke
Virginia Tech vs Duke (50),655486,10033,R1,04-21-2018,7 Katherine Huey,R-Hand,11 Cana Davis,R-Hand,,ML2,Strike Swinging,Strikeout,1--2,,,,1 Out,,2. Inning,Duke,Virginia Tech,,166;265,Virginia Tech vs Duke
Virginia Tech vs Duke (51),665519,12266,R1,04-21-2018,7 Katherine Huey,R-Hand,13 Caitlyn Nolan,R-Hand,,ML1,Strike Swinging,0--1,0--0,,,,2 Out,,2. Inning,Duke,Virginia Tech,,140;232,Virginia Tech vs Duke
Virginia Tech vs Duke (52),677785,11833,R1,04-21-2018,7 Katherine Huey,R-Hand,13 Caitlyn Nolan,R-Hand,,ML1,Foul,0--2,0--1,,,,2 Out,,2. Inning,Duke,Virginia Tech,,149;245,Virginia Tech vs Duke
Virginia Tech vs Duke (53),689618,13366,R1,04-21-2018,7 Katherine Huey,R-Hand,13 Caitlyn Nolan,R-Hand,,ML1,Foul,0--2,0--2,,,,2 Out,,2. Inning,Duke,Virginia Tech,,94;257,Virginia Tech vs Duke
Virginia Tech vs Duke (54),702985,13900,R1,04-21-2018,7 Katherine Huey,R-Hand,13 Caitlyn Nolan,R-Hand,,LEFTM2,Foul,0--2,0--2,,,,2 Out,,2. Inning,Duke,Virginia Tech,,91;254,Virginia Tech vs Duke
Virginia Tech vs Duke (55),716884,11300,R1,04-21-2018,7 Katherine Huey,R-Hand,13 Caitlyn Nolan,R-Hand,,LM1,Ball,1--2,0--2,,,,2 Out,,2. Inning,Duke,Virginia Tech,,234;340,Virginia Tech vs Duke
Virginia Tech vs Duke (56),728184,16733,R1,04-21-2018,7 Katherine Huey,R-Hand,13 Caitlyn Nolan,R-Hand,,MR1,Ball,2--2,1--2,,,,2 Out,,2. Inning,Duke,Virginia Tech,,357;241,Virginia Tech vs Duke
Virginia Tech vs Duke (57),744917,26466,R1,04-21-2018,7 Katherine Huey,R-Hand,13 Caitlyn Nolan,R-Hand,,MR1,Ball in Play,,2--2,SS3,Line Out,,2 Out,,2. Inning,Duke,Virginia Tech,198;235,313;261,Virginia Tech vs Duke
Virginia Tech vs Duke (58),771383,17000,Bases Empty,04-21-2018,3 Keely Rochard,R-Hand,11 Dominique Salinas,L-Hand,,MM2,Strike Called,0--1,0--0,,,,0 Out,,3. Inning,Virginia Tech,Duke,,257;250,Virginia Tech vs Duke
Virginia Tech vs Duke (59),788383,15700,Bases Empty,04-21-2018,3 Keely Rochard,R-Hand,11 Dominique Salinas,L-Hand,,MR2,Strike Called,0--2,0--1,,,,0 Out,,3. Inning,Virginia Tech,Duke,,377;242,Virginia Tech vs Duke
Virginia Tech vs Duke (60),804082,9800,Bases Empty,04-21-2018,3 Keely Rochard,R-Hand,11 Dominique Salinas,L-Hand,,UM1,Ball,1--2,0--2,,,,0 Out,,3. Inning,Virginia Tech,Duke,,242;138,Virginia Tech vs Duke
Virginia Tech vs Duke (61),813882,13333,Bases Empty,04-21-2018,3 Keely Rochard,R-Hand,11 Dominique Salinas,L-Hand,,MM1,Ball in Play,,1--2,SS3,Fly Out,,0 Out,,3. Inning,Virginia Tech,Duke,206;240,243;255,Virginia Tech vs Duke
Virginia Tech vs Duke (62),827215,18933,Bases Empty,04-21-2018,3 Keely Rochard,R-Hand,34 Rachel Abboud,L-Hand,,MR1,Ball in Play,,0--0,FBLF,Fly Out,,1 Out,,3. Inning,Virginia Tech,Duke,107;254,331;229,Virginia Tech vs Duke
Virginia Tech vs Duke (63),846148,20866,Bases Empty,04-21-2018,3 Keely Rochard,R-Hand,3 Haley Wymbs,L-Hand,,ML4,Ball in Play,,0--0,PF,Ground Out,,2 Out,,3. Inning,Virginia Tech,Duke,272;302,160;271,Virginia Tech vs Duke
Virginia Tech vs Duke (64),867014,8933,Bases Empty,04-21-2018,7 Katherine Huey,R-Hand,27 Jessie Mehr,R-Hand,,ML1,Strike Called,0--1,0--0,,,,0 Out,,3. Inning,Duke,Virginia Tech,,129;250,Virginia Tech vs Duke
Virginia Tech vs Duke (65),875948,10033,Bases Empty,04-21-2018,7 Katherine Huey,R-Hand,27 Jessie Mehr,R-Hand,,LL3,Ball,1--1,0--1,,,,0 Out,,3. Inning,Duke,Virginia Tech,,108;387,Virginia Tech vs Duke
Virginia Tech vs Duke (66),885981,9333,Bases Empty,04-21-2018,7 Katherine Huey,R-Hand,27 Jessie Mehr,R-Hand,,LEFTM2,Ball,2--1,1--1,,,,0 Out,,3. Inning,Duke,Virginia Tech,,48;290,Virginia Tech vs Duke
Virginia Tech vs Duke (67),895314,13000,Bases Empty,04-21-2018,7 Katherine Huey,R-Hand,27 Jessie Mehr,R-Hand,,LM4,Ball,3--1,2--1,,,,0 Out,,3. Inning,Duke,Virginia Tech,,273;404,Virginia Tech vs Duke
Virginia Tech vs Duke (68),908314,16300,Bases Empty,04-21-2018,7 Katherine Huey,R-Hand,27 Jessie Mehr,R-Hand,,ML1,Ball in Play,,3--1,MRCF,Fly Out,,0 Out,,3. Inning,Duke,Virginia Tech,352;133,155;238,Virginia Tech vs Duke
Virginia Tech vs Duke (69),924613,11900,Bases Empty,04-21-2018,7 Katherine Huey,R-Hand,6 Taylor Clark,R-Hand,,MR2,Strike Called,0--1,0--0,,,,1 Out,,3. Inning,Duke,Virginia Tech,,399;245,Virginia Tech vs Duke
Virginia Tech vs Duke (70),936513,19366,Bases Empty,04-21-2018,7 Katherine Huey,R-Hand,6 Taylor Clark,R-Hand,,MR1,Ball,1--1,0--1,,,,1 Out,,3. Inning,Duke,Virginia Tech,,331;252,Virginia Tech vs Duke
Virginia Tech vs Duke (71),955879,11266,Bases Empty,04-21-2018,7 Katherine Huey,R-Hand,6 Taylor Clark,R-Hand,,MM1,Ball in Play,,1--1,PF,Ground Out,,1 Out,,3. Inning,Duke,Virginia Tech,250;273,246;235,Virginia Tech vs Duke
Virginia Tech vs Duke (72),967146,11066,Bases Empty,04-21-2018,7 Katherine Huey,R-Hand,2 Caroline Schoenewald,R-Hand,,ML1,Strike Called,0--1,0--0,,,,2 Out,,3. Inning,Duke,Virginia Tech,,135;245,Virginia Tech vs Duke
Virginia Tech vs Duke (73),978212,16300,Bases Empty,04-21-2018,7 Katherine Huey,R-Hand,2 Caroline Schoenewald,R-Hand,,LEFTM2,Ball,1--1,0--1,,,,2 Out,,3. Inning,Duke,Virginia Tech,,64;229,Virginia Tech vs Duke
Virginia Tech vs Duke (74),994512,15466,Bases Empty,04-21-2018,7 Katherine Huey,R-Hand,2 Caroline Schoenewald,R-Hand,,LEFTM2,Foul,2--2,2--1,,,,2 Out,,3. Inning,Duke,Virginia Tech,,65;218,Virginia Tech vs Duke
Virginia Tech vs Duke (75),1009978,19600,Bases Empty,04-21-2018,7 Katherine Huey,R-Hand,2 Caroline Schoenewald,R-Hand,,MM4,Strike Swinging,Strikeout,2--2,,,,2 Out,,3. Inning,Duke,Virginia Tech,,268;270,Virginia Tech vs Duke
Virginia Tech vs Duke (76),1029578,11166,Bases Empty,04-21-2018,3 Keely Rochard,R-Hand,14 Raine Wilson,R-Hand,,UL3,Foul,0--1,0--0,,,,0 Out,,4. Inning,Virginia Tech,Duke,,128;194,Virginia Tech vs Duke
Virginia Tech vs Duke (77),1040744,12233,Bases Empty,04-21-2018,3 Keely Rochard,R-Hand,14 Raine Wilson,R-Hand,,ML3,Foul,0--2,0--1,,,,0 Out,,4. Inning,Virginia Tech,Duke,,155;268,Virginia Tech vs Duke
Virginia Tech vs Duke (78),1052977,13166,Bases Empty,04-21-2018,3 Keely Rochard,R-Hand,14 Raine Wilson,R-Hand,,MM1,Strike Swinging,Strikeout,0--2,,,,0 Out,,4. Inning,Virginia Tech,Duke,,239;240,Virginia Tech vs Duke
Virginia Tech vs Duke (79),1066143,14966,Bases Empty,04-21-2018,3 Keely Rochard,R-Hand,2 Jameson Kavel,R-Hand,,MM1,Strike Called,0--1,0--0,,,,1 Out,,4. Inning,Virginia Tech,Duke,,234;253,Virginia Tech vs Duke
Virginia Tech vs Duke (80),1081110,16233,Bases Empty,04-21-2018,3 Keely Rochard,R-Hand,2 Jameson Kavel,R-Hand,,ML1,Foul,0--2,0--1,,,,1 Out,,4. Inning,Virginia Tech,Duke,,140;225,Virginia Tech vs Duke
Virginia Tech vs Duke (81),1097343,15633,Bases Empty,04-21-2018,3 Keely Rochard,R-Hand,2 Jameson Kavel,R-Hand,,ML4,Strike Swinging,Strikeout,0--2,,,,1 Out,,4. Inning,Virginia Tech,Duke,,157;270,Virginia Tech vs Duke
Virginia Tech vs Duke (82),1112976,11100,Bases Empty,04-21-2018,3 Keely Rochard,R-Hand,31 Kortney Dry,R-Hand,,ML1,Strike Called,0--1,0--0,,,,2 Out,,4. Inning,Virginia Tech,Duke,,146;247,Virginia Tech vs Duke
Virginia Tech vs Duke (83),1124075,13100,Bases Empty,04-21-2018,3 Keely Rochard,R-Hand,31 Kortney Dry,R-Hand,,LEFTM2,Ball,1--1,0--1,,,,2 Out,,4. Inning,Virginia Tech,Duke,,66;265,Virginia Tech vs Duke
Virginia Tech vs Duke (84),1137175,13666,Bases Empty,04-21-2018,3 Keely Rochard,R-Hand,31 Kortney Dry,R-Hand,,ML3,Ball,2--1,1--1,,,,2 Out,,4. Inning,Virginia Tech,Duke,,134;267,Virginia Tech vs Duke
Virginia Tech vs Duke (85),1150842,9500,Bases Empty,04-21-2018,3 Keely Rochard,R-Hand,31 Kortney Dry,R-Hand,,MM1,Strike Swinging,2--2,2--1,,,,2 Out,,4. Inning,Virginia Tech,Duke,,222;264,Virginia Tech vs Duke
Virginia Tech vs Duke (86),1160341,10900,Bases Empty,04-21-2018,3 Keely Rochard,R-Hand,31 Kortney Dry,R-Hand,,LEFTM2,Ball,3--2,2--2,,,,2 Out,,4. Inning,Virginia Tech,Duke,,73;293,Virginia Tech vs Duke
Virginia Tech vs Duke (87),1171241,15400,Bases Empty,04-21-2018,3 Keely Rochard,R-Hand,31 Kortney Dry,R-Hand,,MR1,Ball in Play,,3--2,SLCF,Fly Out,,2 Out,,4. Inning,Virginia Tech,Duke,152;143,302;221,Virginia Tech vs Duke
Virginia Tech vs Duke (88),1186641,16633,Bases Empty,04-21-2018,7 Katherine Huey,R-Hand,10 Olivia Lattin,R-Hand,,MR1,Ball in Play,,0--0,3B2,Ground Out,,0 Out,,4. Inning,Duke,Virginia Tech,212;274,300;207,Virginia Tech vs Duke
Virginia Tech vs Duke (89),1203274,7333,Bases Empty,04-21-2018,7 Katherine Huey,R-Hand,14 Emma Strouth,R-Hand,,DOWNM2,Ball,1--0,0--0,,,,1 Out,,4. Inning,Duke,Virginia Tech,,140;407,Virginia Tech vs Duke
Virginia Tech vs Duke (90),1210607,11100,Bases Empty,04-21-2018,7 Katherine Huey,R-Hand,14 Emma Strouth,R-Hand,,ML1,Foul,1--1,1--0,,,,1 Out,,4. Inning,Duke,Virginia Tech,,119;265,Virginia Tech vs Duke
Virginia Tech vs Duke (91),1221707,22733,Bases Empty,04-21-2018,7 Katherine Huey,R-Hand,14 Emma Strouth,R-Hand,,MR4,Ball,2--1,1--1,,,,1 Out,,4. Inning,Duke,Virginia Tech,,392;287,Virginia Tech vs Duke
Virginia Tech vs Duke (92),1244440,13066,Bases Empty,04-21-2018,7 Katherine Huey,R-Hand,14 Emma Strouth,R-Hand,,LR3,Ball,3--1,2--1,,,,1 Out,,4. Inning,Duke,Virginia Tech,,359;381,Virginia Tech vs Duke
Virginia Tech vs Duke (93),1257506,16533,Bases Empty,04-21-2018,7 Katherine Huey,R-Hand,14 Emma Strouth,R-Hand,,ML1,Strike Called,3--2,3--1,,,,1 Out,,4. Inning,Duke,Virginia Tech,,102;231,Virginia Tech vs Duke
Virginia Tech vs Duke (94),1274039,11466,Bases Empty,04-21-2018,7 Katherine Huey,R-Hand,14 Emma Strouth,R-Hand,,MR3,Foul,3--2,3--2,,,,1 Out,,4. Inning,Duke,Virginia Tech,,354;277,Virginia Tech vs Duke
Virginia Tech vs Duke (95),1285505,16633,Bases Empty,04-21-2018,7 Katherine Huey,R-Hand,14 Emma Strouth,R-Hand,,LM4,Ball,Walk,3--2,,,,1 Out,,4. Inning,Duke,Virginia Tech,,252;394,Virginia Tech vs Duke
Virginia Tech vs Duke (96),1302138,23133,R1,04-21-2018,7 Katherine Huey,R-Hand,25 Carrie Eberle,R-Hand,,LR4,Ball,1--0,0--0,,,,1 Out,,4. Inning,Duke,Virginia Tech,,366;388,Virginia Tech vs Duke
Virginia Tech vs Duke (97),1325271,10533,R1,04-21-2018,7 Katherine Huey,R-Hand,25 Carrie Eberle,R-Hand,,LM1,Ball,2--0,1--0,,,,1 Out,,4. Inning,Duke,Virginia Tech,,215;353,Virginia Tech vs Duke
Virginia Tech vs Duke (98),1335804,11466,R1,04-21-2018,7 Katherine Huey,R-Hand,25 Carrie Eberle,R-Hand,,UPM3,Ball,3--0,2--0,,,,1 Out,,4. Inning,Duke,Virginia Tech,,259;5,Virginia Tech vs Duke
