#,Name,ClipType,Media In,Media Out,Media Offset,Game Date,At Bat Pitch Count,Away Team,Strike Type,Ball Type,Base,Batter,Batter Strength,Count,Hit Location X,Hit Location Y,Hit Result,Hit Type,Home Score,Home Team,Inning,Outs,Pitch Location X,Pitch Location Y,Pitch Count,Pitch Result,Pitch Type,Pitcher,Total Pitch Count,Visitor Score,Umpire
1,"Tar Heels vs Hokies 4/21/19, Pitch 001",Pitch,00:00:00.11,00:00:07.14,00:00:00.1840000,4/21/2019 12:57:00 PM,1,University of North Carolina Tar Heels,Take,,,4 Murray,Left,0-0,,,,,0,Virginia Tech Hokies,1,0,144,67,,Strike,Rise,3 Rochard,1,0,
2,"Tar Heels vs Hokies 4/21/19, Pitch 002",Pitch,00:00:12.30,00:00:21.28,00:00:12.4960000,4/21/2019 12:57:00 PM,2,University of North Carolina Tar Heels,,Ball,,4 Murray,Left,0-1,,,,,0,Virginia Tech Hokies,1,0,139,6,,Ball,Rise,3 Rochard,2,0,
3,"Tar Heels vs Hokies 4/21/19, Pitch 003",Pitch,00:00:24.44,00:00:35.02,00:00:24.7410000,4/21/2019 12:57:00 PM,3,University of North Carolina Tar Heels,Ball in Play,,,4 Murray,Left,1-1,125,187,,Ground,0,Virginia Tech Hokies,1,0,165,86,,Strike,,3 Rochard,3,0,
4,"Tar Heels vs Hokies 4/21/19, Pitch 004",Pitch,00:00:39.54,00:00:47.40,00:00:39.9070000,4/21/2019 12:57:00 PM,1,University of North Carolina Tar Heels,Take,,,10 Burkhardt,Left,0-0,,,,,0,Virginia Tech Hokies,1,1,151,66,,Strike,Rise,3 Rochard,4,0,
5,"Tar Heels vs Hokies 4/21/19, Pitch 005",Pitch,00:00:51.32,00:00:57.57,00:00:51.5350000,4/21/2019 12:57:00 PM,2,University of North Carolina Tar Heels,,Ball,,10 Burkhardt,Left,0-1,,,,,0,Virginia Tech Hokies,1,1,121,229,,Ball,Offspeed,3 Rochard,5,0,
6,"Tar Heels vs Hokies 4/21/19, Pitch 006",Pitch,00:01:04.55,00:01:13.05,00:01:04.9150000,4/21/2019 12:57:00 PM,3,University of North Carolina Tar Heels,,Ball,,10 Burkhardt,Left,1-1,,,,,0,Virginia Tech Hokies,1,1,210,77,,Ball,Rise,3 Rochard,6,0,
7,"Tar Heels vs Hokies 4/21/19, Pitch 007",Pitch,00:01:15.46,00:01:21.31,00:01:15.7760000,4/21/2019 12:57:00 PM,4,University of North Carolina Tar Heels,Foul,,,10 Burkhardt,Left,2-1,,,,,0,Virginia Tech Hokies,1,1,109,44,,Strike,,3 Rochard,7,0,
8,"Tar Heels vs Hokies 4/21/19, Pitch 008",Pitch,00:01:26.03,00:01:33.31,00:01:26.0530000,4/21/2019 12:57:00 PM,5,University of North Carolina Tar Heels,Swing,,,10 Burkhardt,Left,2-2,,,,,0,Virginia Tech Hokies,1,1,124,58,,Strike,Rise,3 Rochard,8,0,
9,"Tar Heels vs Hokies 4/21/19, Pitch 009",Pitch,00:01:37.07,00:01:44.17,00:01:37.1140000,4/21/2019 12:57:00 PM,1,University of North Carolina Tar Heels,,Ball,,8 Ramsey,Left,0-0,,,,,0,Virginia Tech Hokies,1,2,197,67,,Ball,Rise,3 Rochard,9,0,
10,"Tar Heels vs Hokies 4/21/19, Pitch 010",Pitch,00:01:47.35,00:01:55.34,00:01:47.5910000,4/21/2019 12:57:00 PM,2,University of North Carolina Tar Heels,,Ball,,8 Ramsey,Left,1-0,,,,,0,Virginia Tech Hokies,1,2,212,164,,Ball,,3 Rochard,10,0,
11,"Tar Heels vs Hokies 4/21/19, Pitch 011",Pitch,00:01:56.43,00:02:04.49,00:01:56.7170000,4/21/2019 12:57:00 PM,3,University of North Carolina Tar Heels,,Ball,,8 Ramsey,Left,2-0,,,,,0,Virginia Tech Hokies,1,2,36,37,,Ball,,3 Rochard,11,0,
12,"Tar Heels vs Hokies 4/21/19, Pitch 012",Pitch,00:02:09.39,00:02:17.35,00:02:09.6460000,4/21/2019 12:57:00 PM,4,University of North Carolina Tar Heels,Take,,,8 Ramsey,Left,3-0,,,,,0,Virginia Tech Hokies,1,2,124,59,,Strike,Dropball,3 Rochard,12,0,
13,"Tar Heels vs Hokies 4/21/19, Pitch 013",Pitch,00:02:20.03,00:02:30.37,00:02:20.0570000,4/21/2019 12:57:00 PM,5,University of North Carolina Tar Heels,Foul,,,8 Ramsey,Left,3-1,53,213,,,0,Virginia Tech Hokies,1,2,156,144,,Strike,,3 Rochard,13,0,
14,"Tar Heels vs Hokies 4/21/19, Pitch 014",Pitch,00:02:32.19,00:02:43.14,00:02:32.3190000,4/21/2019 12:57:00 PM,6,University of North Carolina Tar Heels,Ball in Play,,,8 Ramsey,Left,3-2,123,122,,Fly,0,Virginia Tech Hokies,1,2,130,75,,Strike,,3 Rochard,14,0,
15,"Tar Heels vs Hokies 4/21/19, Pitch 015",Pitch,00:02:47.34,00:02:52.33,00:02:47.5680000,4/21/2019 12:57:00 PM,1,University of North Carolina Tar Heels,,Ball,,2 Bailey,Right,0-0,,,,,0,Virginia Tech Hokies,1,0,179,98,,Ball,,28 Pickett,1,0,
16,"Tar Heels vs Hokies 4/21/19, Pitch 016",Pitch,00:02:55.34,00:03:06.33,00:02:55.5760000,4/21/2019 12:57:00 PM,2,University of North Carolina Tar Heels,Ball in Play,,,2 Bailey,Right,1-0,180,143,Single,Fly,0,Virginia Tech Hokies,1,0,165,102,,Strike,,28 Pickett,2,0,
17,"Tar Heels vs Hokies 4/21/19, Pitch 017",Pitch,00:03:07.25,00:03:12.28,00:03:07.4210000,4/21/2019 12:57:00 PM,1,University of North Carolina Tar Heels,Swing,,,4 Trull,Left,0-0,,,,,0,Virginia Tech Hokies,1,0,137,84,,Strike,Dropball,28 Pickett,3,0,
18,"Tar Heels vs Hokies 4/21/19, Pitch 018",Pitch,00:03:14.47,00:03:24.40,00:03:14.7780000,4/21/2019 12:57:00 PM,2,University of North Carolina Tar Heels,Foul,,,4 Trull,Left,0-1,,,,,0,Virginia Tech Hokies,1,0,62,83,,Strike,,28 Pickett,4,0,
19,"Tar Heels vs Hokies 4/21/19, Pitch 019",Pitch,00:03:25.11,00:03:33.29,00:03:25.1890000,4/21/2019 12:57:00 PM,3,University of North Carolina Tar Heels,Ball in Play,,,4 Trull,Left,0-2,,,,Ground,0,Virginia Tech Hokies,1,0,203,175,,Strike,Dropball,28 Pickett,5,0,
20,"Tar Heels vs Hokies 4/21/19, Pitch 020",Pitch,00:03:37.38,00:03:42.39,00:03:37.6340000,4/21/2019 12:57:00 PM,1,University of North Carolina Tar Heels,Foul,,,13 Caitlyn,Right,0-0,,,,,0,Virginia Tech Hokies,1,1,189,106,,Strike,,28 Pickett,6,0,
21,"Tar Heels vs Hokies 4/21/19, Pitch 021",Pitch,00:03:45.14,00:03:51.44,00:03:45.2420000,4/21/2019 12:57:00 PM,2,University of North Carolina Tar Heels,Foul,,,13 Caitlyn,Right,0-1,65,182,,,0,Virginia Tech Hokies,1,1,183,158,,Strike,,28 Pickett,7,0,
22,"Tar Heels vs Hokies 4/21/19, Pitch 022",Pitch,00:03:53.46,00:04:00.19,00:03:53.7670000,4/21/2019 12:57:00 PM,3,University of North Carolina Tar Heels,,Ball,,13 Caitlyn,Right,0-2,,,,,0,Virginia Tech Hokies,1,1,65,181,,Ball,,28 Pickett,8,0,
23,"Tar Heels vs Hokies 4/21/19, Pitch 023",Pitch,00:04:03.43,00:04:12.02,00:04:03.7100000,4/21/2019 12:57:00 PM,4,University of North Carolina Tar Heels,Foul,,,13 Caitlyn,Right,1-2,,,,,0,Virginia Tech Hokies,1,1,200,76,,Strike,,28 Pickett,9,0,
24,"Tar Heels vs Hokies 4/21/19, Pitch 024",Pitch,00:04:12.22,00:04:17.30,00:04:12.3690000,4/21/2019 12:57:00 PM,5,University of North Carolina Tar Heels,Swing,,,13 Caitlyn,Right,1-2,,,,,0,Virginia Tech Hokies,1,1,124,44,,Strike,Rise,28 Pickett,10,0,
25,"Tar Heels vs Hokies 4/21/19, Pitch 025",Pitch,00:04:19.16,00:04:24.51,00:04:19.2760000,4/21/2019 12:57:00 PM,1,University of North Carolina Tar Heels,Swing,,,14 Emma,Right,0-0,,,,,0,Virginia Tech Hokies,1,2,147,207,,Strike,Offspeed,28 Pickett,11,0,
26,"Tar Heels vs Hokies 4/21/19, Pitch 026",Pitch,00:04:28.55,00:04:37.16,00:04:28.9190000,4/21/2019 12:57:00 PM,2,University of North Carolina Tar Heels,Foul,,,14 Emma,Right,0-1,61,179,,,0,Virginia Tech Hokies,1,2,169,93,,Strike,,28 Pickett,12,0,
27,"Tar Heels vs Hokies 4/21/19, Pitch 027",Pitch,00:04:38.17,00:04:44.15,00:04:38.2780000,4/21/2019 12:57:00 PM,3,University of North Carolina Tar Heels,,Ball,,14 Emma,Right,0-2,,,,,0,Virginia Tech Hokies,1,2,40,118,,Ball,,28 Pickett,13,0,
28,"Tar Heels vs Hokies 4/21/19, Pitch 028",Pitch,00:04:47.26,00:04:53.58,00:04:47.4370000,4/21/2019 12:57:00 PM,4,University of North Carolina Tar Heels,,Ball,,14 Emma,Right,1-2,,,,,0,Virginia Tech Hokies,1,2,34,228,,Ball,,28 Pickett,14,0,
29,"Tar Heels vs Hokies 4/21/19, Pitch 029",Pitch,00:04:54.58,00:05:08.40,00:04:54.9620000,4/21/2019 12:57:00 PM,5,University of North Carolina Tar Heels,Ball in Play,,,14 Emma,Right,2-2,38,53,Homerun,,0,Virginia Tech Hokies,1,2,129,146,,Strike,Offspeed,28 Pickett,15,0,
30,"Tar Heels vs Hokies 4/21/19, Pitch 030",Pitch,00:05:09.25,00:05:13.08,00:05:09.4090000,4/21/2019 12:57:00 PM,1,University of North Carolina Tar Heels,Foul,,,8 Bennett,Right,0-0,,,,,2,Virginia Tech Hokies,1,2,210,52,,Strike,Dropball,28 Pickett,16,0,
31,"Tar Heels vs Hokies 4/21/19, Pitch 031",Pitch,00:05:17.09,00:05:24.39,00:05:17.1500000,4/21/2019 12:57:00 PM,2,University of North Carolina Tar Heels,Ball in Play,,,8 Bennett,Right,0-1,135,166,,Ground,2,Virginia Tech Hokies,1,2,202,82,,Strike,,28 Pickett,17,0,
32,"Tar Heels vs Hokies 4/21/19, Pitch 032",Pitch,00:05:30.18,00:05:38.08,00:05:30.2970000,4/21/2019 12:57:00 PM,1,University of North Carolina Tar Heels,,Ball,,28 Pickett,Right,0-0,,,,,2,Virginia Tech Hokies,2,0,210,162,,Ball,,3 Rochard,15,0,
33,"Tar Heels vs Hokies 4/21/19, Pitch 033",Pitch,00:05:41.19,00:05:49.05,00:05:41.3250000,4/21/2019 12:57:00 PM,2,University of North Carolina Tar Heels,,Ball,,28 Pickett,Right,1-0,,,,,2,Virginia Tech Hokies,2,0,138,214,,Ball,Offspeed,3 Rochard,16,0,
34,"Tar Heels vs Hokies 4/21/19, Pitch 034",Pitch,00:05:52.40,00:06:02.22,00:05:52.6690000,4/21/2019 12:57:00 PM,3,University of North Carolina Tar Heels,Foul,,,28 Pickett,Right,2-0,,,,,2,Virginia Tech Hokies,2,0,157,62,,Strike,Rise,3 Rochard,17,0,
35,"Tar Heels vs Hokies 4/21/19, Pitch 035",Pitch,00:06:02.51,00:06:10.11,00:06:02.8460000,4/21/2019 12:57:00 PM,4,University of North Carolina Tar Heels,,Ball,,28 Pickett,Right,2-1,,,,,2,Virginia Tech Hokies,2,0,140,30,,Ball,Rise,3 Rochard,18,0,
36,"Tar Heels vs Hokies 4/21/19, Pitch 036",Pitch,00:06:13.57,00:06:25.44,00:06:13.9570000,4/21/2019 12:57:00 PM,5,University of North Carolina Tar Heels,Ball in Play,,,28 Pickett,Right,3-1,138,164,,Ground,2,Virginia Tech Hokies,2,0,177,141,,Strike,Rise,3 Rochard,19,0,
37,"Tar Heels vs Hokies 4/21/19, Pitch 037",Pitch,00:07:22.41,00:07:32.35,00:07:22.6930000,4/21/2019 12:57:00 PM,6,University of North Carolina Tar Heels,Foul,,,55 Dray,Right,3-2,,,,,2,Virginia Tech Hokies,2,0,48,145,,Strike,,3 Rochard,30,0,
38,"Tar Heels vs Hokies 4/21/19, Pitch 038",Pitch,00:07:32.50,00:07:42.54,00:07:32.8360000,4/21/2019 12:57:00 PM,7,University of North Carolina Tar Heels,Foul,,,55 Dray,Right,3-2,,,,,2,Virginia Tech Hokies,2,0,124,70,,Strike,,3 Rochard,31,0,
39,"Tar Heels vs Hokies 4/21/19, Pitch 039",Pitch,00:07:44.01,00:07:54.03,00:07:44.0140000,4/21/2019 12:57:00 PM,8,University of North Carolina Tar Heels,Foul,,,55 Dray,Right,3-2,,,,,2,Virginia Tech Hokies,2,0,141,69,,Strike,,3 Rochard,32,0,
40,"Tar Heels vs Hokies 4/21/19, Pitch 040",Pitch,00:07:55.56,00:08:03.39,00:07:55.9430000,4/21/2019 12:57:00 PM,9,University of North Carolina Tar Heels,Foul,,,55 Dray,Right,3-2,,,,,2,Virginia Tech Hokies,2,0,92,147,,Strike,,3 Rochard,33,0,
41,"Tar Heels vs Hokies 4/21/19, Pitch 041",Pitch,00:08:06.31,00:08:17.12,00:08:06.5200000,4/21/2019 12:57:00 PM,10,University of North Carolina Tar Heels,Take,,,55 Dray,Right,3-2,,,,,2,Virginia Tech Hokies,2,0,84,89,,Strike,Offspeed,3 Rochard,34,0,
42,"Tar Heels vs Hokies 4/21/19, Pitch 042",Pitch,00:08:21.00,00:08:26.20,00:08:21.0010000,4/21/2019 12:57:00 PM,1,University of North Carolina Tar Heels,,Ball,,27 Delamora,Right,0-0,,,,,2,Virginia Tech Hokies,2,1,214,56,,Ball,,3 Rochard,35,0,
43,"Tar Heels vs Hokies 4/21/19, Pitch 043",Pitch,00:08:29.19,00:08:37.07,00:08:29.3260000,4/21/2019 12:57:00 PM,2,University of North Carolina Tar Heels,,Ball,,27 Delamora,Right,1-0,,,,,2,Virginia Tech Hokies,2,1,26,9,,Ball,,3 Rochard,36,0,
44,"Tar Heels vs Hokies 4/21/19, Pitch 044",Pitch,00:08:40.23,00:08:48.06,00:08:40.3870000,4/21/2019 12:57:00 PM,3,University of North Carolina Tar Heels,,Ball,,27 Delamora,Right,2-0,,,,,2,Virginia Tech Hokies,2,1,234,179,,Ball,,3 Rochard,37,0,
45,"Tar Heels vs Hokies 4/21/19, Pitch 045",Pitch,00:08:50.24,00:08:56.15,00:08:50.3970000,4/21/2019 12:57:00 PM,4,University of North Carolina Tar Heels,,Ball,,27 Delamora,Right,3-0,,,,,2,Virginia Tech Hokies,2,1,22,59,,Ball,,3 Rochard,38,0,
46,"Tar Heels vs Hokies 4/21/19, Pitch 046",Pitch,00:09:00.55,00:09:13.36,00:09:00.9240000,4/21/2019 12:57:00 PM,1,University of North Carolina Tar Heels,Ball in Play,,,9 Godwin,Right,0-0,187,193,,Pop up infield,2,Virginia Tech Hokies,2,1,150,100,,Strike,,3 Rochard,39,0,
47,"Tar Heels vs Hokies 4/21/19, Pitch 047",Pitch,00:09:18.01,00:09:28.30,00:09:18.0250000,4/21/2019 12:57:00 PM,1,University of North Carolina Tar Heels,Foul,,,5 Hutcherson,Left,0-0,,,,,2,Virginia Tech Hokies,2,2,121,45,,Strike,,3 Rochard,40,0,
48,"Tar Heels vs Hokies 4/21/19, Pitch 048",Pitch,00:09:28.30,00:09:34.43,00:09:28.5020000,4/21/2019 12:57:00 PM,2,University of North Carolina Tar Heels,Take,,,5 Hutcherson,Left,0-1,,,,,2,Virginia Tech Hokies,2,2,96,189,,Strike,Offspeed,3 Rochard,41,0,
49,"Tar Heels vs Hokies 4/21/19, Pitch 049",Pitch,00:09:39.29,00:09:46.53,00:09:39.4790000,4/21/2019 12:57:00 PM,3,University of North Carolina Tar Heels,,Ball,,5 Hutcherson,Left,0-2,,,,,2,Virginia Tech Hokies,2,2,210,37,,Ball,,3 Rochard,42,0,
50,"Tar Heels vs Hokies 4/21/19, Pitch 050",Pitch,00:09:49.39,00:09:58.30,00:09:49.6560000,4/21/2019 12:57:00 PM,4,University of North Carolina Tar Heels,,Ball,,5 Hutcherson,Left,1-2,,,,,2,Virginia Tech Hokies,2,2,201,145,,Ball,,3 Rochard,43,0,
51,"Tar Heels vs Hokies 4/21/19, Pitch 051",Pitch,00:10:00.46,00:10:11.18,00:10:00.7670000,4/21/2019 12:57:00 PM,5,University of North Carolina Tar Heels,Ball in Play,,,5 Hutcherson,Left,2-2,143,184,,Ground,2,Virginia Tech Hokies,2,2,135,157,,Strike,,3 Rochard,44,0,
52,"Tar Heels vs Hokies 4/21/19, Pitch 052",Pitch,00:10:17.01,00:10:21.23,00:10:17.0170000,4/21/2019 12:57:00 PM,1,University of North Carolina Tar Heels,Take,,,9 Velazquez,Left,0-0,,,,,2,Virginia Tech Hokies,2,0,90,138,,Strike,,28 Pickett,18,0,
53,"Tar Heels vs Hokies 4/21/19, Pitch 053",Pitch,00:10:25.10,00:10:30.01,00:10:25.1750000,4/21/2019 12:57:00 PM,2,University of North Carolina Tar Heels,Take,,,9 Velazquez,Left,0-1,,,,,2,Virginia Tech Hokies,2,0,111,59,,Strike,,28 Pickett,19,0,
54,"Tar Heels vs Hokies 4/21/19, Pitch 054",Pitch,00:10:35.10,00:10:40.42,00:10:35.1690000,4/21/2019 12:57:00 PM,3,University of North Carolina Tar Heels,Foul,,,9 Velazquez,Left,0-2,,,,,2,Virginia Tech Hokies,2,0,47,95,,Strike,,28 Pickett,20,0,
55,"Tar Heels vs Hokies 4/21/19, Pitch 055",Pitch,00:10:44.48,00:10:50.09,00:10:44.7950000,4/21/2019 12:57:00 PM,4,University of North Carolina Tar Heels,Take,,,9 Velazquez,Left,0-2,,,,,2,Virginia Tech Hokies,2,0,65,101,,Strike,,28 Pickett,21,0,
56,"Tar Heels vs Hokies 4/21/19, Pitch 056",Pitch,00:10:55.07,00:11:01.12,00:10:55.1220000,4/21/2019 12:57:00 PM,1,University of North Carolina Tar Heels,,Ball,,18 Lawter,Right,0-0,,,,,2,Virginia Tech Hokies,2,1,118,238,,Ball,,28 Pickett,22,0,
57,"Tar Heels vs Hokies 4/21/19, Pitch 057",Pitch,00:11:02.57,00:11:13.12,00:11:02.9460000,4/21/2019 12:57:00 PM,2,University of North Carolina Tar Heels,Ball in Play,,,18 Lawter,Right,1-0,117,147,Single,Line,2,Virginia Tech Hokies,2,1,113,166,,Strike,,28 Pickett,23,0,
58,"Tar Heels vs Hokies 4/21/19, Pitch 058",Pitch,00:11:13.41,00:11:19.11,00:11:13.6900000,4/21/2019 12:57:00 PM,1,University of North Carolina Tar Heels,Take,,,16 Slaw,Left,0-0,,,,,2,Virginia Tech Hokies,2,1,164,88,,Strike,,28 Pickett,24,0,
59,"Tar Heels vs Hokies 4/21/19, Pitch 059",Pitch,00:11:21.13,00:11:26.26,00:11:21.2150000,4/21/2019 12:57:00 PM,2,University of North Carolina Tar Heels,Foul,,,16 Slaw,Left,0-1,,,,,2,Virginia Tech Hokies,2,1,159,50,,Strike,,28 Pickett,25,0,
60,"Tar Heels vs Hokies 4/21/19, Pitch 060",Pitch,00:11:28.52,00:11:35.27,00:11:28.8720000,4/21/2019 12:57:00 PM,3,University of North Carolina Tar Heels,Foul,,,16 Slaw,Left,0-2,,,,,2,Virginia Tech Hokies,2,1,159,193,,Strike,,28 Pickett,26,0,
61,"Tar Heels vs Hokies 4/21/19, Pitch 061",Pitch,00:11:35.51,00:11:40.09,00:11:35.8460000,4/21/2019 12:57:00 PM,4,University of North Carolina Tar Heels,,Ball,,16 Slaw,Left,0-2,,,,,2,Virginia Tech Hokies,2,1,55,97,,Ball,,28 Pickett,27,0,
62,"Tar Heels vs Hokies 4/21/19, Pitch 062",Pitch,00:11:45.08,00:11:53.19,00:11:45.1380000,4/21/2019 12:57:00 PM,5,University of North Carolina Tar Heels,Ball in Play,,,16 Slaw,Left,1-2,143,190,,Ground,2,Virginia Tech Hokies,2,1,81,98,,Strike,,28 Pickett,28,0,
63,"Tar Heels vs Hokies 4/21/19, Pitch 063",Pitch,00:11:59.20,00:12:03.35,00:11:59.3360000,4/21/2019 12:57:00 PM,1,University of North Carolina Tar Heels,Foul,,,29 Banks,Left,0-0,,,,,2,Virginia Tech Hokies,2,2,105,66,,Strike,,28 Pickett,29,0,
64,"Tar Heels vs Hokies 4/21/19, Pitch 064",Pitch,00:12:07.10,00:12:12.56,00:12:07.1600000,4/21/2019 12:57:00 PM,2,University of North Carolina Tar Heels,Swing,,,29 Banks,Left,0-1,,,,,2,Virginia Tech Hokies,2,2,197,87,,Strike,,28 Pickett,30,0,
65,"Tar Heels vs Hokies 4/21/19, Pitch 065",Pitch,00:12:14.43,00:12:25.03,00:12:14.7180000,4/21/2019 12:57:00 PM,3,University of North Carolina Tar Heels,Ball in Play,,,29 Banks,Left,0-2,92,142,Single,Fly,3,Virginia Tech Hokies,2,2,164,92,,Strike,,28 Pickett,31,0,
66,"Tar Heels vs Hokies 4/21/19, Pitch 066",Pitch,00:12:28.21,00:12:34.18,00:12:28.3480000,4/21/2019 12:57:00 PM,1,University of North Carolina Tar Heels,,Ball,,2 Bailey,Right,0-0,,,,,3,Virginia Tech Hokies,2,2,232,18,,Ball,,28 Pickett,32,0,
