Name,Position,Duration,1. Baserunning Situation,1. Date,1. Pitchers Name,1. Pitchers Side,2. Hitters Name,2. Hitters Side,3. Pitch Type,4. Pitch Location,5. Catcher Throw Down,5. Game Pitch Result,6. Pitch Count,6. Previous Pitch Count,8. Hit Location,8. Hit Results,8. RBI,8. Well Hit,9. Outs,Hitting Position,Period,Team 1. Pitchers Name,Team 2. Hitters Name,XY Hit Location,XY Pitch Location,Z-Game Details
PITCH (140),2050300,15961,Bases Empty,02-17-2019,25 Carrie Eberle,R-Hand,22 Jordan Durbin,R-Hand,,UPM,,Ball,2--2,1--2,,,,,0 Out,,4. Inning,Virginia Tech,East Tennesse State,,240;45,PITCH
PITCH (141),2066278,21068,Bases Empty,02-17-2019,25 Carrie Eberle,R-Hand,22 Jordan Durbin,R-Hand,,ML,,Ball in Play,,2--2,3B2,Ground Out,,,0 Out,,4. Inning,Virginia Tech,East Tennesse State,199;289,200;242,PITCH
PITCH (142),2087363,15000,Bases Empty,02-17-2019,25 Carrie Eberle,R-Hand,13 Demi Coleman,R-Hand,,LEFTM,,Ball,1--0,0--0,,,,,1 Out,,4. Inning,Virginia Tech,East Tennesse State,,44;262,PITCH
PITCH (143),2102379,14994,Bases Empty,02-17-2019,25 Carrie Eberle,R-Hand,13 Demi Coleman,R-Hand,,ML,,Foul,1--1,1--0,,,,,1 Out,,4. Inning,Virginia Tech,East Tennesse State,,135;244,PITCH
PITCH (144),2117390,14992,Bases Empty,02-17-2019,25 Carrie Eberle,R-Hand,13 Demi Coleman,R-Hand,,RIGHTM,,Ball,2--1,1--1,,,,,1 Out,,4. Inning,Virginia Tech,East Tennesse State,,441;366,PITCH
PITCH (145),2132398,14991,Bases Empty,02-17-2019,25 Carrie Eberle,R-Hand,13 Demi Coleman,R-Hand,,DOWNM,,Foul,2--2,2--1,,,,,1 Out,,4. Inning,Virginia Tech,East Tennesse State,,351;414,PITCH
PITCH (146),2147406,14997,Bases Empty,02-17-2019,25 Carrie Eberle,R-Hand,13 Demi Coleman,R-Hand,,LEFTM,,Foul,2--2,2--2,,,,,1 Out,,4. Inning,Virginia Tech,East Tennesse State,,86;222,PITCH
PITCH (147),2162420,14991,Bases Empty,02-17-2019,25 Carrie Eberle,R-Hand,13 Demi Coleman,R-Hand,,RIGHTM,,Foul,2--2,2--2,,,,,1 Out,,4. Inning,Virginia Tech,East Tennesse State,,417;251,PITCH
PITCH (148),2177428,17296,Bases Empty,02-17-2019,25 Carrie Eberle,R-Hand,13 Demi Coleman,R-Hand,,DOWNM,,Strike Swinging,Strikeout,2--2,,,,,1 Out,,4. Inning,Virginia Tech,East Tennesse State,,272;454,PITCH
PITCH (149),2194740,14990,Bases Empty,02-17-2019,25 Carrie Eberle,R-Hand,25 Kelly Warren,L-Hand,,MM,,Foul,0--1,0--0,,,,,2 Out,,4. Inning,Virginia Tech,East Tennesse State,,206;249,PITCH
PITCH (150),2209747,17530,CHANGE PITCHER,02-17-2019,25 Carrie Eberle,R-Hand,25 Kelly Warren,L-Hand,,ML,,Ball in Play,,0--1,PF,Ground Out,,,2 Out,,4. Inning,Virginia Tech,East Tennesse State,253;275,155;278,PITCH
PITCH (151),2227293,21802,Bases Empty,02-17-2019,3 Taylor Boling,R-Hand,8 Kelsey Bennett,R-Hand,,RIGHTM,,Ball,1--0,0--0,,,,,0 Out,,5. Inning,East Tennesse State,Virginia Tech,,467;226,PITCH
PITCH (152),2249112,14986,Bases Empty,02-17-2019,3 Taylor Boling,R-Hand,8 Kelsey Bennett,R-Hand,,LEFTM,,Ball,2--0,1--0,,,,,0 Out,,5. Inning,East Tennesse State,Virginia Tech,,90;256,PITCH
PITCH (153),2264114,12997,Bases Empty,02-17-2019,3 Taylor Boling,R-Hand,8 Kelsey Bennett,R-Hand,,RIGHTM,,Ball,3--0,2--0,,,,,0 Out,,5. Inning,East Tennesse State,Virginia Tech,,413;386,PITCH
PITCH (154),2277128,12992,Bases Empty,02-17-2019,3 Taylor Boling,R-Hand,8 Kelsey Bennett,R-Hand,,RIGHTM,,Ball,Walk,3--0,,,,,0 Out,,5. Inning,East Tennesse State,Virginia Tech,,418;374,PITCH
PITCH (155),2290136,14682,R1,02-17-2019,3 Taylor Boling,R-Hand,2 Jayme Bailey,R-Hand,,LEFTM,,Ball,1--0,0--0,,,,,0 Out,,5. Inning,East Tennesse State,Virginia Tech,,93;131,PITCH
PITCH (156),2304835,14994,R1,02-17-2019,3 Taylor Boling,R-Hand,2 Jayme Bailey,R-Hand,,LEFTM,,Ball,2--0,1--0,,,,,0 Out,,5. Inning,East Tennesse State,Virginia Tech,,77;308,PITCH
PITCH (157),2319845,16984,R1,02-17-2019,3 Taylor Boling,R-Hand,2 Jayme Bailey,R-Hand,,ML,,Ball in Play,,2--0,SS3,Fielders Choice,,,0 Out,,5. Inning,East Tennesse State,Virginia Tech,233;220,145;248,PITCH
PITCH (158),2336846,28257,R1,02-17-2019,3 Taylor Boling,R-Hand,18 Mackenzie Lawter,R-Hand,,MR,,Ball in Play,,0--0,3B2,Single,,,1 Out,,5. Inning,East Tennesse State,Virginia Tech,204;275,307;204,PITCH
PITCH (159),2365119,24998,R12,02-17-2019,3 Taylor Boling,R-Hand,29 Maddi Banks,L-Hand,,RIGHTM,,Strike Swinging,0--1,0--0,,,,,1 Out,,5. Inning,East Tennesse State,Virginia Tech,,412;287,PITCH
PITCH (255),2390134,14988,Bases Empty,02-17-2019,3 Taylor Boling,R-Hand,29 Maddi Banks,R-Hand,,DOWNM,,Strike Swinging,0--2,0--1,,,,,0 Out,,1. Inning,East Tennesse State,Virginia Tech,,375;409,PITCH
PITCH (160),2405138,16986,R12,02-17-2019,3 Taylor Boling,R-Hand,29 Maddi Banks,L-Hand,,DOWNM,,Ball in Play,,0--1,SS3,Single,,,1 Out,,5. Inning,East Tennesse State,Virginia Tech,220;246,380;416,PITCH
PITCH (161),2422141,15000,R123,02-17-2019,3 Taylor Boling,R-Hand,9 Al Velazquez,L-Hand,,MR,,Strike Called,0--1,0--0,,,,,1 Out,,5. Inning,East Tennesse State,Virginia Tech,,387;238,PITCH
PITCH (162),2437157,7999,R123,02-17-2019,3 Taylor Boling,R-Hand,9 Al Velazquez,L-Hand,,MR,,Ball,1--1,0--1,,,,,1 Out,,5. Inning,East Tennesse State,Virginia Tech,,395;223,PITCH
PITCH (256),2445173,8989,R123,02-17-2019,12 Kelly Schmidt,R-Hand,9 Al Velazquez,L-Hand,,LEFTM,,Ball,2--1,1--1,,,,,1 Out,,1. Inning,East Tennesse State,Virginia Tech,,68;342,PITCH
PITCH (163),2454179,11993,R123,02-17-2019,3 Taylor Boling,R-Hand,9 Al Velazquez,L-Hand,,UPR,,Foul,2--2,2--1,,,,,1 Out,,5. Inning,East Tennesse State,Virginia Tech,,334;170,PITCH
PITCH (164),2466189,25575,R123,02-17-2019,3 Taylor Boling,R-Hand,9 Al Velazquez,L-Hand,,DOWNM,,Ball,3--2,2--2,,,,,1 Out,,5. Inning,East Tennesse State,Virginia Tech,,427;421,PITCH
PITCH (165),2491781,11986,R123,02-17-2019,3 Taylor Boling,R-Hand,9 Al Velazquez,L-Hand,,UPR,,Foul,3--2,3--2,,,,,1 Out,,5. Inning,East Tennesse State,Virginia Tech,,321;131,PITCH
PITCH (166),2503784,19818,R123,02-17-2019,3 Taylor Boling,R-Hand,9 Al Velazquez,L-Hand,,ML,,Ball in Play,,2--2,MCF1,Fly Out,,,1 Out,,5. Inning,East Tennesse State,Virginia Tech,214;119,188;249,PITCH
PITCH (167),2523618,12000,R123,02-17-2019,3 Taylor Boling,R-Hand,4 Darby Trull,L-Hand,,MR,,Ball,1--0,0--0,,,,,2 Out,,5. Inning,East Tennesse State,Virginia Tech,,363;273,PITCH
PITCH (168),2535635,12578,R123,02-17-2019,3 Taylor Boling,R-Hand,4 Darby Trull,L-Hand,,RIGHTM,,Ball,2--0,1--0,,,,,2 Out,,5. Inning,East Tennesse State,Virginia Tech,,440;238,PITCH
